id,sentiment
280,1
281,1
282,1
283,0
284,0
285,0
286,0
287,1
288,1
289,1
290,1
291,0
292,1
293,1
294,1
295,0
296,0
297,1
298,0
299,0
300,0
301,1
302,0
303,1
304,0
305,1
306,1
307,0
308,0
309,0
310,0
311,0
312,0
313,1
314,1
315,1
316,1
317,1
318,1
319,1
320,1
321,1
322,0
323,0
324,1
325,1
326,1
327,0
328,0
329,1
330,1
331,0
332,1
333,1
334,1
335,0
336,1
337,1
338,1
339,0
340,0
341,1
342,1
343,0
344,1
345,0
346,0
347,0
348,0
349,0
350,1
351,1
352,1
353,1
354,1
355,1
356,1
357,1
358,0
359,1
360,1
361,0
362,1
363,1
364,0
365,1
366,0
367,1
368,1
369,0
370,0
371,1
372,0
373,1
374,0
375,1
376,1
377,0
378,1
379,1
380,1
381,1
382,0
383,1
384,0
385,1
386,1
387,0
388,1
389,0
390,1
391,1
392,0
393,1
394,1
395,1
396,0
397,1
398,1
399,0
400,0
401,1
402,1
403,1
404,1
405,0
406,1
407,1
408,1
409,1
410,0
411,0
412,0
413,0
414,0
415,0
416,0
417,1
418,0
419,1
420,1
421,1
422,1
423,0
424,1
425,1
426,1
427,0
428,1
429,1
430,1
431,1
432,1
433,0
434,0
435,1
436,1
437,0
438,1
439,1
440,1
441,0
442,1
443,1
444,1
445,0
446,1
447,1
448,1
449,0
450,1
451,0
452,0
453,1
454,1
455,0
456,1
457,0
458,1
459,1
460,1
461,1
462,1
463,0
464,0
465,1
466,1
467,0
468,1
469,1
470,1
471,0
472,1
473,0
474,1
475,1
476,1
477,1
478,1
479,1
480,0
481,1
482,1
483,1
484,0
485,1
486,1
487,1
488,1
489,0
490,1
491,0
492,0
493,1
494,0
495,0
496,0
497,0
498,1
499,1
500,1
501,1
502,1
503,0
504,1
505,0
506,1
507,0
508,1
509,1
510,0
511,1
512,0
513,0
514,1
515,1
516,1
517,1
518,1
519,0
520,0
521,1
522,0
523,1
524,0
525,0
526,0
527,0
528,0
529,1
530,1
531,1
532,1
533,1
534,1
535,1
536,0
537,1
538,1
539,1
540,0
541,0
542,0
543,0
544,1
545,0
546,0
547,0
548,1
549,1
550,1
551,1
552,1
553,1
554,0
555,1
556,1
557,1
558,1
559,0
560,0
561,1
562,1
563,1
564,1
565,1
566,1
567,1
568,0
569,1
570,1
571,0
572,1
573,1
574,1
575,0
576,0
577,0
578,0
579,1
580,1
581,0
582,1
583,1
584,1
585,0
586,0
587,1
588,1
589,1
590,0
591,1
592,1
593,0
594,0
595,1
596,0
597,1
598,0
599,1
600,1
601,0
602,0
603,1
604,0
605,0
606,1
607,0
608,0
609,1
610,0
611,1
612,0
613,0
614,0
615,1
616,1
617,1
618,0
619,1
620,0
621,1
622,0
623,1
624,1
625,1
626,1
627,0
628,0
629,1
630,0
631,1
632,0
633,1
634,0
635,1
636,0
637,1
638,0
639,0
640,0
641,0
642,1
643,0
644,1
645,0
646,0
647,1
648,1
649,1
650,1
651,1
652,0
653,1
654,1
655,1
656,0
657,1
658,1
659,0
660,1
661,1
662,1
663,1
664,1
665,1
666,1
667,0
668,1
669,1
670,0
671,0
672,1
673,1
674,1
675,0
676,1
677,0
678,1
679,0
680,0
681,0
682,1
683,0
684,0
685,1
686,0
687,1
688,1
689,1
690,1
691,0
692,1
693,1
694,1
695,1
696,1
697,0
698,0
699,0
700,0
701,1
702,0
703,1
704,0
705,1
706,1
707,0
708,1
709,0
710,0
711,1
712,1
713,0
714,1
715,1
716,1
717,1
718,1
719,0
720,0
721,1
722,0
723,1
724,1
725,0
726,0
727,0
728,0
729,0
730,1
731,0
732,0
733,0
734,0
735,0
736,1
737,0
738,1
739,1
740,0
741,0
742,0
743,0
744,0
745,0
746,1
747,1
748,0
749,0
750,1
751,1
752,0
753,0
754,0
755,1
756,1
757,1
758,0
759,0
760,1
761,1
762,0
763,1
764,1
765,1
766,0
767,1
768,0
769,0
770,1
771,1
772,1
773,1
774,1
775,0
776,1
777,0
778,1
779,1
780,1
781,1
782,1
783,0
784,1
785,1
786,0
787,0
788,1
789,1
790,0
791,1
792,1
793,0
794,0
795,0
796,0
797,0
798,0
799,0
800,1
801,1
802,0
803,0
804,0
805,1
806,0
807,1
808,1
809,0
810,1
811,0
812,0
813,0
814,1
815,1
816,0
817,1
818,1
819,0
820,0
821,0
822,1
823,1
824,0
825,1
826,1
827,1
828,1
829,1
830,1
831,1
832,1
833,0
834,1
835,1
836,0
837,0
838,0
839,1
840,1
841,1
842,1
843,0
844,0
845,1
846,0
847,0
848,1
849,1
850,1
851,1
852,1
853,0
854,0
855,1
856,0
857,1
858,0
859,1
860,1
861,1
862,1
863,1
864,1
865,1
866,1
867,0
868,1
869,0
870,0
871,1
872,1
873,0
874,1
875,1
876,0
877,1
878,1
879,1
880,1
881,1
882,1
883,0
884,0
885,1
886,1
887,1
888,0
889,1
890,0
891,1
892,0
893,0
894,1
895,1
896,1
897,0
898,0
899,0
900,1
901,0
902,1
903,1
904,0
905,1
906,1
907,1
908,1
909,0
910,1
911,0
912,0
913,1
914,0
915,1
916,1
917,0
918,0
919,1
920,1
921,1
922,0
923,1
924,1
925,0
926,1
927,1
928,0
929,1
930,0
931,0
932,1
933,1
934,0
935,1
936,0
937,0
938,0
939,0
940,1
941,1
942,1
943,1
944,0
945,1
946,1
947,0
948,0
949,1
950,0
951,1
952,1
953,1
954,0
955,0
956,0
957,1
958,1
959,0
960,1
961,1
962,1
963,1
964,1
965,1
966,1
967,1
968,1
969,1
970,1
971,0
972,0
973,1
974,0
975,0
976,0
977,1
978,1
979,1
980,0
981,1
982,0
983,1
984,1
985,0
986,0
987,1
988,0
989,1
990,0
991,0
992,1
993,1
994,1
995,0
996,1
997,1
998,1
999,1
1000,1
1001,1
1002,1
1003,1
1004,0
1005,1
1006,1
1007,1
1008,0
1009,1
1010,1
1011,0
1012,1
1013,1
1014,1
1015,1
1016,0
1017,0
1018,0
1019,0
1020,0
1021,0
1022,0
1023,0
1024,1
1025,1
1026,0
1027,0
1028,0
1029,0
1030,1
1031,1
1032,1
1033,0
1034,0
1035,1
1036,1
1037,1
1038,1
1039,0
1040,1
1041,1
1042,1
1043,1
1044,0
1045,0
1046,1
1047,0
1048,1
1049,0
1050,0
1051,0
1052,1
1053,0
1054,0
1055,1
1056,0
1057,1
1058,0
1059,1
1060,0
1061,1
1062,1
1063,0
1064,1
1065,0
1066,1
1067,0
1068,0
1069,0
1070,1
1071,0
1072,0
1073,0
1074,0
1075,0
1076,1
1077,1
1078,0
1079,1
1080,1
1081,0
1082,1
1083,1
1084,0
1085,0
1086,1
1087,1
1088,0
1089,1
1090,1
1091,0
1092,1
1093,0
1094,1
1095,0
1096,1
1097,0
1098,1
1099,1
1100,0
1101,0
1102,1
1103,1
1104,1
1105,1
1106,0
1107,0
1108,1
1109,0
1110,0
1111,1
1112,0
1113,1
1114,0
1115,1
1116,1
1117,1
1118,1
1119,1
1120,1
1121,0
1122,1
1123,1
1124,1
1125,0
1126,0
1127,1
1128,0
1129,0
1130,0
1131,1
1132,0
1133,0
1134,0
1135,0
1136,1
1137,1
1138,0
1139,1
1140,1
1141,1
1142,1
1143,1
1144,1
1145,1
1146,1
1147,1
1148,1
1149,0
1150,1
1151,1
1152,0
1153,0
1154,1
1155,1
1156,1
1157,1
1158,0
1159,1
1160,1
1161,0
1162,0
1163,1
1164,1
1165,1
1166,0
1167,1
1168,0
1169,0
1170,1
1171,1
1172,0
1173,1
1174,0
1175,1
1176,0
1177,0
1178,1
1179,0
1180,1
1181,1
1182,1
1183,1
1184,1
1185,0
1186,0
1187,1
1188,0
1189,1
1190,1
1191,0
1192,0
1193,1
1194,1
1195,1
1196,0
1197,1
1198,1
1199,1
1200,1
1201,1
1202,1
1203,1
1204,0
1205,0
1206,1
1207,0
1208,0
1209,0
1210,1
1211,0
1212,0
1213,1
1214,1
1215,0
1216,0
1217,0
1218,1
1219,0
1220,0
1221,1
1222,1
1223,0
1224,0
1225,0
1226,0
1227,1
1228,0
1229,1
1230,0
1231,0
1232,0
1233,1
1234,0
1235,1
1236,1
1237,1
1238,0
1239,1
1240,0
1241,1
1242,1
1243,1
1244,0
1245,1
1246,1
1247,0
1248,0
1249,0
1250,1
1251,1
1252,0
1253,1
1254,1
1255,0
1256,0
1257,1
1258,0
1259,1
1260,1
1261,0
1262,0
1263,1
1264,1
1265,0
1266,1
1267,0
1268,1
1269,1
1270,1
1271,0
1272,0
1273,0
1274,1
1275,0
1276,1
1277,1
1278,1
1279,0
1280,1
1281,0
1282,0
1283,0
1284,0
1285,1
1286,1
1287,1
1288,1
1289,1
1290,1
1291,1
1292,0
1293,1
1294,1
1295,1
1296,0
1297,1
1298,0
1299,1
1300,1
1301,1
1302,1
1303,0
1304,1
1305,1
1306,0
1307,1
1308,0
1309,1
1310,0
1311,0
1312,1
1313,0
1314,0
1315,1
1316,0
1317,1
1318,0
1319,0
1320,1
1321,1
1322,1
1323,1
1324,1
1325,0
1326,1
1327,1
1328,0
1329,1
1330,1
1331,1
1332,1
1333,1
1334,1
1335,0
1336,1
1337,0
1338,0
1339,1
1340,0
1341,0
1342,1
1343,0
1344,0
1345,1
1346,0
1347,0
1348,0
1349,0
1350,0
1351,0
1352,0
1353,0
1354,0
1355,0
1356,1
1357,0
1358,0
1359,0
1360,0
1361,0
1362,0
1363,1
1364,0
1365,0
1366,0
1367,0
1368,0
1369,0
1370,1
1371,0
1372,1
1373,0
1374,0
1375,1
1376,0
1377,0
1378,1
1379,1
1380,0
1381,1
1382,0
1383,1
1384,1
1385,0
1386,0
1387,0
1388,1
1389,0
1390,0
1391,0
1392,0
1393,0
1394,0
1395,0
1396,0
1397,0
1398,0
1399,0
1400,1
1401,1
1402,1
1403,1
1404,0
1405,0
1406,0
1407,1
1408,0
1409,0
1410,0
1411,0
1412,0
1413,0
1414,0
1415,0
1416,0
1417,1
1418,0
1419,1
1420,1
1421,0
1422,0
1423,0
1424,0
1425,0
1426,0
1427,0
1428,0
1429,0
1430,0
1431,1
1432,0
1433,0
1434,0
1435,0
1436,0
1437,0
1438,1
1439,1
1440,0
1441,0
1442,0
1443,0
1444,0
1445,1
1446,0
1447,1
1448,1
1449,1
1450,0
1451,0
1452,1
1453,0
1454,0
1455,0
1456,0
1457,1
1458,0
1459,0
1460,0
1461,0
1462,0
1463,1
1464,0
1465,0
1466,1
1467,0
1468,1
1469,0
1470,0
1471,0
1472,0
1473,0
1474,1
1475,0
1476,0
1477,0
1478,1
1479,0
1480,1
1481,0
1482,0
1483,0
1484,0
1485,0
1486,0
1487,1
1488,0
1489,0
1490,0
1491,1
1492,0
1493,0
1494,0
1495,0
1496,0
1497,0
1498,0
1499,0
1500,1
1501,0
1502,0
1503,1
1504,0
1505,0
1506,1
1507,1
1508,0
1509,0
1510,0
1511,0
1512,0
1513,0
1514,0
1515,0
1516,0
1517,0
1518,0
1519,0
1520,0
1521,0
1522,0
1523,0
1524,0
1525,0
1526,1
1527,0
1528,0
1529,0
1530,0
1531,1
1532,0
1533,0
1534,0
1535,0
1536,0
1537,0
1538,0
1539,0
1540,1
1541,0
1542,0
1543,1
1544,0
1545,0
1546,0
1547,0
1548,0
1549,0
1550,0
1551,0
1552,0
1553,0
1554,0
1555,0
1556,0
1557,1
1558,1
1559,1
1560,1
1561,0
1562,0
1563,0
1564,0
1565,0
1566,0
1567,0
1568,1
1569,0
1570,0
1571,1
1572,0
1573,0
1574,0
1575,0
1576,0
1577,0
1578,0
1579,0
1580,0
1581,0
1582,0
1583,0
1584,0
1585,0
1586,0
1587,0
1588,0
1589,0
1590,0
1591,0
1592,0
1593,0
1594,0
1595,0
1596,1
1597,0
1598,1
1599,0
1600,1
1601,0
1602,0
1603,0
1604,0
1605,1
1606,0
1607,0
1608,0
1609,1
1610,0
1611,1
1612,0
1613,0
1614,0
1615,0
1616,0
1617,1
1618,0
1619,0
1620,0
1621,1
1622,0
1623,0
1624,1
1625,0
1626,0
1627,0
1628,0
1629,1
1630,1
1631,1
1632,0
1633,0
1634,0
1635,0
1636,0
1637,0
1638,0
1639,0
1640,1
1641,0
1642,0
1643,0
1644,0
1645,0
1646,0
1647,1
1648,1
1649,0
1650,0
1651,0
1652,0
1653,0
1654,1
1655,0
1656,0
1657,0
1658,0
1659,0
1660,0
1661,0
1662,0
1663,0
1664,0
1665,0
1666,0
1667,0
1668,0
1669,1
1670,0
1671,0
1672,0
1673,0
1674,0
1675,0
1676,1
1677,0
1678,0
1679,0
1680,0
1681,1
1682,0
1683,0
1684,1
1685,0
1686,0
1687,0
1688,0
1689,0
1690,0
1691,0
1692,0
1693,1
1694,1
1695,0
1696,0
1697,1
1698,0
1699,0
1700,1
1701,0
1702,1
1703,1
1704,0
1705,0
1706,0
1707,0
1708,0
1709,0
1710,0
1711,0
1712,0
1713,1
1714,0
1715,0
1716,0
1717,0
1718,0
1719,1
1720,1
1721,1
1722,0
1723,0
1724,0
1725,0
1726,1
1727,0
1728,0
1729,0
1730,1
1731,0
1732,1
1733,0
1734,0
1735,1
1736,0
1737,0
1738,0
1739,0
1740,0
1741,0
1742,0
1743,0
1744,0
1745,0
1746,0
1747,0
1748,0
1749,0
1750,1
1751,0
1752,0
1753,0
1754,0
1755,0
1756,0
1757,1
1758,0
1759,0
1760,0
1761,1
1762,0
1763,0
1764,0
1765,1
1766,0
1767,0
1768,0
1769,0
1770,1
1771,0
1772,0
1773,0
1774,1
1775,1
1776,0
1777,0
1778,1
1779,1
1780,0
1781,0
1782,0
1783,0
1784,0
1785,1
1786,1
1787,0
1788,0
1789,0
1790,0
1791,0
1792,0
1793,0
1794,1
1795,0
1796,1
1797,0
1798,0
1799,1
1800,0
1801,0
1802,1
1803,0
1804,1
1805,0
1806,0
1807,0
1808,0
1809,0
1810,0
1811,0
1812,0
1813,0
1814,0
1815,0
1816,0
1817,0
1818,0
1819,1
1820,0
1821,0
1822,0
1823,0
1824,0
1825,0
1826,0
1827,0
1828,0
1829,1
1830,0
1831,0
1832,1
1833,1
1834,0
1835,0
1836,0
1837,0
1838,0
1839,0
1840,0
1841,0
1842,1
1843,0
1844,0
1845,0
1846,0
1847,1
1848,0
1849,0
1850,0
1851,0
1852,0
1853,0
1854,1
1855,0
1856,0
1857,0
1858,1
1859,0
1860,0
1861,0
1862,0
1863,0
1864,0
1865,0
1866,0
1867,1
1868,1
1869,0
1870,1
1871,0
1872,0
1873,0
1874,0
1875,0
1876,1
1877,0
1878,1
1879,0
1880,0
1881,0
1882,0
1883,0
1884,1
1885,0
1886,1
1887,0
1888,0
1889,0
1890,0
1891,0
1892,0
1893,0
1894,0
1895,0
1896,0
1897,0
1898,0
1899,0
1900,0
1901,0
1902,0
1903,0
1904,0
1905,0
1906,1
1907,0
1908,0
1909,0
1910,0
1911,0
1912,1
1913,0
1914,0
1915,0
1916,0
1917,0
1918,0
1919,1
1920,1
1921,0
1922,0
1923,0
1924,0
1925,1
1926,0
1927,1
1928,0
1929,0
1930,1
1931,0
1932,0
1933,0
1934,0
1935,0
1936,1
1937,0
1938,0
1939,0
1940,0
1941,1
1942,0
1943,0
1944,0
1945,0
1946,0
1947,0
1948,0
1949,0
1950,0
1951,1
1952,0
1953,1
1954,0
1955,0
1956,0
1957,1
1958,0
1959,1
1960,0
1961,0
1962,1
1963,0
1964,0
1965,0
1966,0
1967,1
1968,0
1969,0
1970,1
1971,1
1972,0
1973,0
1974,1
1975,0
1976,0
1977,0
1978,0
1979,0
1980,0
1981,1
1982,0
1983,0
1984,0
1985,0
1986,0
1987,1
1988,0
1989,1
1990,0
1991,0
1992,0
1993,0
1994,1
1995,0
1996,0
1997,0
1998,0
1999,1
2000,0
2001,0
2002,0
2003,1
2004,0
2005,1
2006,1
2007,0
2008,0
2009,1
2010,0
2011,1
2012,0
2013,1
2014,0
2015,0
2016,0
2017,0
2018,0
2019,0
2020,1
2021,1
2022,0
2023,0
2024,0
2025,0
2026,0
2027,0
2028,0
2029,0
2030,0
2031,0
2032,0
2033,1
2034,0
2035,1
2036,0
2037,0
2038,0
2039,0
2040,0
2041,0
2042,0
2043,0
2044,0
2045,0
2046,0
2047,0
2048,0
2049,0
2050,0
2051,0
2052,0
2053,1
2054,0
2055,0
2056,0
2057,0
2058,0
2059,0
2060,0
2061,0
2062,1
2063,0
2064,0
2065,0
2066,0
2067,0
2068,0
2069,0
2070,0
2071,0
2072,1
2073,0
2074,1
2075,0
2076,0
2077,0
2078,0
2079,1
2080,0
2081,0
2082,0
2083,0
2084,1
2085,1
2086,0
2087,0
2088,0
2089,0
2090,0
2091,0
2092,1
2093,0
2094,0
2095,1
2096,0
2097,0
2098,0
2099,0
2100,0
2101,0
2102,1
2103,0
2104,0
2105,0
2106,0
2107,0
2108,0
2109,0
2110,0
2111,1
2112,0
2113,0
2114,0
2115,0
2116,1
2117,0
2118,0
2119,0
2120,0
2121,0
2122,1
2123,1
2124,0
2125,0
2126,0
2127,0
2128,0
2129,0
2130,0
2131,0
2132,1
2133,1
2134,0
2135,0
2136,0
2137,0
2138,0
2139,0
2140,0
2141,1
2142,0
2143,1
2144,0
2145,0
2146,0
2147,0
2148,0
2149,1
2150,0
2151,1
2152,0
2153,0
2154,0
2155,0
2156,0
2157,0
2158,0
2159,0
2160,1
2161,0
2162,1
2163,1
2164,0
2165,1
2166,1
2167,0
2168,0
2169,0
2170,0
2171,0
2172,0
2173,0
2174,0
2175,0
2176,0
2177,1
2178,0
2179,0
2180,0
2181,0
2182,0
2183,1
2184,0
2185,0
2186,1
2187,1
2188,0
2189,0
2190,1
2191,1
2192,1
2193,0
2194,1
2195,0
2196,0
2197,0
2198,1
2199,0
2200,0
2201,0
2202,0
2203,0
2204,0
2205,0
2206,1
2207,0
2208,0
2209,0
2210,0
2211,0
2212,0
2213,0
2214,0
2215,0
2216,0
2217,0
2218,1
2219,0
2220,0
2221,0
2222,0
2223,1
2224,0
2225,0
2226,0
2227,0
2228,0
2229,0
2230,0
2231,1
2232,0
2233,0
2234,0
2235,1
2236,0
2237,0
2238,0
2239,0
2240,0
2241,0
2242,0
2243,0
2244,0
2245,0
2246,0
2247,0
2248,0
2249,0
2250,0
2251,1
2252,0
2253,0
2254,0
2255,0
2256,0
2257,0
2258,0
2259,1
2260,0
2261,0
2262,0
2263,0
2264,0
2265,0
2266,0
2267,1
2268,0
2269,0
2270,0
2271,0
2272,1
2273,0
2274,0
2275,0
2276,0
2277,0
2278,1
2279,1
2280,1
2281,1
2282,1
2283,0
2284,1
2285,1
2286,0
2287,0
2288,1
2289,0
2290,0
2291,0
2292,0
2293,0
2294,1
2295,0
2296,0
2297,1
2298,0
2299,1
2300,1
2301,1
2302,0
2303,0
2304,0
2305,1
2306,0
2307,0
2308,1
2309,0
2310,0
2311,0
2312,0
2313,0
2314,0
2315,0
2316,1
2317,0
2318,1
2319,0
2320,0
2321,0
2322,0
2323,0
2324,0
2325,1
2326,0
2327,0
2328,0
2329,1
2330,0
2331,0
2332,0
2333,1
2334,0
2335,0
2336,0
2337,0
2338,0
2339,0
2340,0
2341,0
2342,0
2343,1
2344,0
2345,0
2346,0
2347,0
2348,1
2349,0
2350,1
2351,0
2352,0
2353,0
2354,0
2355,1
2356,0
2357,0
2358,0
2359,0
2360,0
2361,0
2362,0
2363,0
2364,0
2365,0
2366,0
2367,1
2368,0
2369,1
2370,1
2371,0
2372,0
2373,0
2374,0
2375,1
2376,1
2377,0
2378,0
2379,0
2380,0
2381,0
2382,0
2383,0
2384,0
2385,0
2386,0
2387,0
2388,1
2389,0
2390,0
2391,0
2392,0
2393,0
2394,0
2395,1
2396,0
2397,0
2398,0
2399,0
2400,0
2401,0
2402,0
2403,0
2404,0
2405,1
2406,1
2407,0
2408,1
2409,0
2410,1
2411,1
2412,0
2413,0
2414,0
2415,0
2416,0
2417,0
2418,0
2419,0
2420,0
2421,0
2422,1
2423,0
2424,0
2425,0
2426,0
2427,0
2428,0
2429,1
2430,1
2431,0
2432,0
2433,0
2434,1
2435,0
2436,1
2437,0
2438,0
2439,0
2440,1
2441,0
2442,1
2443,0
2444,0
2445,1
2446,1
2447,0
2448,0
2449,1
2450,0
2451,0
2452,0
2453,0
2454,0
2455,0
2456,0
2457,1
2458,1
2459,0
2460,0
2461,0
2462,0
2463,0
2464,0
2465,0
2466,0
2467,0
2468,0
2469,0
2470,0
2471,0
2472,1
2473,1
2474,0
2475,0
2476,1
2477,1
2478,0
2479,0
2480,0
2481,0
2482,0
2483,0
2484,1
2485,0
2486,0
2487,0
2488,0
2489,0
2490,0
2491,1
2492,0
2493,0
2494,1
2495,0
2496,0
2497,0
2498,0
2499,1
2500,0
2501,0
2502,0
2503,0
2504,1
2505,1
2506,0
2507,1
2508,0
2509,1
2510,0
2511,0
2512,0
2513,0
2514,0
2515,0
2516,0
2517,0
2518,0
2519,0
2520,0
2521,0
2522,0
2523,0
2524,1
2525,1
2526,0
2527,0
2528,1
2529,0
2530,0
2531,0
2532,0
2533,0
2534,0
2535,0
2536,0
2537,0
2538,0
2539,0
2540,1
2541,0
2542,1
2543,0
2544,0
2545,0
2546,1
2547,0
2548,0
2549,0
2550,0
2551,0
2552,1
2553,0
2554,0
2555,1
2556,0
2557,0
2558,1
2559,1
2560,0
2561,1
2562,0
2563,0
2564,0
2565,0
2566,0
2567,0
2568,0
2569,0
2570,1
2571,0
2572,0
2573,0
2574,0
2575,0
2576,0
2577,0
2578,0
2579,0
2580,0
2581,1
2582,0
2583,0
2584,0
2585,0
2586,0
2587,0
2588,0
2589,0
2590,1
2591,1
2592,1
2593,1
2594,0
2595,0
2596,0
2597,0
2598,0
2599,0
2600,0
2601,0
2602,0
2603,0
2604,0
2605,0
2606,0
2607,0
2608,0
2609,1
2610,0
2611,0
2612,1
2613,0
2614,0
2615,0
2616,0
2617,1
2618,0
2619,0
2620,0
2621,0
2622,1
2623,0
2624,1
2625,1
2626,1
2627,0
2628,1
2629,0
2630,0
2631,0
2632,1
2633,0
2634,1
2635,0
2636,0
2637,0
2638,0
2639,0
2640,0
2641,0
2642,0
2643,0
2644,0
2645,0
2646,0
2647,0
2648,0
2649,1
2650,0
2651,0
2652,0
2653,0
2654,0
2655,0
2656,0
2657,0
2658,0
2659,0
2660,0
2661,0
2662,1
2663,1
2664,0
2665,0
2666,1
2667,0
2668,0
