id	sentiment	review				
51	1	an engaging overview of johnson's eccentric career . 				
52	1	in its ragged , cheap and unassuming way , the movie works . 				
53	1	some actors have so much charisma that you'd be happy to listen to them reading the phone book . hugh grant and sandra bullock are two such likeable actors . 				
54	1	sandra nettelbeck beautifully orchestrates the transformation of the chilly , neurotic , and self-absorbed martha as her heart begins to open . 				
55	1	behind the snow games and lovable siberian huskies ( plus one sheep dog ) , the picture hosts a parka-wrapped dose of heart . 				
56	1	everytime you think undercover brother has run out of steam , it finds a new way to surprise and amuse . 				
57	1	manages to be original , even though it rips off many of its ideas . 				
58	1	singer/composer bryan adams contributes a slew of songs ? a few potential hits , a few more simply intrusive to the story ? but the whole package certainly captures the intended , er , spirit of the piece . 				
59	1	you'd think by now america would have had enough of plucky british eccentrics with hearts of gold . yet the act is still charming here . 				
60	1	"whether or not you're enlightened by any of derrida's lectures on "" the other "" and "" the self , "" derrida is an undeniably fascinating and playful fellow . "				
61	1	a pleasant enough movie , held together by skilled ensemble actors . 				
62	1	this is the best american movie about troubled teens since 1998's whatever . 				
63	1	disney has always been hit-or-miss when bringing beloved kids' books to the screen . . . tuck everlasting is a little of both . 				
64	1	just the labour involved in creating the layered richness of the imagery in this chiaroscuro of madness and light is astonishing . 				
65	1	the animated subplot keenly depicts the inner struggles of our adolescent heroes - insecure , uncontrolled , and intense . 				
66	1	the invincible werner herzog is alive and well and living in la				
67	1	morton is a great actress portraying a complex character , but morvern callar grows less compelling the farther it meanders from its shocking start . 				
68	1	part of the charm of satin rouge is that it avoids the obvious with humour and lightness . 				
69	1	son of the bride may be a good half-hour too long but comes replete with a flattering sense of mystery and quietness . 				
70	1	a simmering psychological drama in which the bursts of sudden violence are all the more startling for the slow buildup that has preceded them . 				
71	1	a taut , intelligent psychological drama . 				
72	1	a compelling coming-of-age drama about the arduous journey of a sensitive young girl through a series of foster homes and a fierce struggle to pull free from her dangerous and domineering mother's hold over her . 				
73	1	a truly moving experience , and a perfect example of how art -- when done right -- can help heal , clarify , and comfort . 				
74	1	this delicately observed story , deeply felt and masterfully stylized , is a triumph for its maverick director . 				
75	1	at heart the movie is a deftly wrought suspense yarn whose richer shadings work as coloring rather than substance . 				
76	1	the appearance of treebeard and gollum's expanded role will either have you loving what you're seeing , or rolling your eyes . i loved it ! gollum's 'performance' is incredible ! 				
77	1	"a screenplay more ingeniously constructed than "" memento "" "				
78	1	if this movie were a book , it would be a page-turner , you can't wait to see what happens next . 				
79	1	haneke challenges us to confront the reality of sexual aberration . 				
80	1	absorbing and disturbing -- perhaps more disturbing than originally intended -- but a little clarity would have gone a long way . 				
81	1	it's the best film of the year so far , the benchmark against which all other best picture contenders should be measured . 				
82	1	painful to watch , but viewers willing to take a chance will be rewarded with two of the year's most accomplished and riveting film performances . 				
83	1	this is a startling film that gives you a fascinating , albeit depressing view of iranian rural life close to the iraqi border . 				
84	1	an imaginative comedy/thriller . 				
85	1	a few artsy flourishes aside , narc is as gritty as a movie gets these days . 				
86	1	while the isle is both preposterous and thoroughly misogynistic , its vistas are incredibly beautiful to look at . 				
87	1	together , tok and o orchestrate a buoyant , darkly funny dance of death . in the process , they demonstrate that there's still a lot of life in hong kong cinema . 				
88	1	director kapur is a filmmaker with a real flair for epic landscapes and adventure , and this is a better film than his earlier english-language movie , the overpraised elizabeth . 				
89	1	the movie is a blast of educational energy , as bouncy animation and catchy songs escort you through the entire 85 minutes . 				
90	1	a sports movie with action that's exciting on the field and a story you care about off it . 				
91	1	doug liman , the director of bourne , directs the traffic well , gets a nice wintry look from his locations , absorbs us with the movie's spycraft and uses damon's ability to be focused and sincere . 				
92	1	the tenderness of the piece is still intact . 				
93	1	katz uses archival footage , horrifying documents of lynchings , still photographs and charming old reel-to-reel recordings of meeropol entertaining his children to create his song history , but most powerful of all is the song itself				
94	1	like the film's almost anthropologically detailed realization of early-'80s suburbia , it's significant without being overstated . 				
95	1	while mcfarlane's animation lifts the film firmly above the level of other coming-of-age films . . . it's also so jarring that it's hard to get back into the boys' story . 				
96	1	if nothing else , this movie introduces a promising , unusual kind of psychological horror . 				
97	1	in a normal screen process , these bromides would be barely enough to sustain an interstitial program on the discovery channel . but in imax 3-d , the clich�s disappear into the vertiginous perspectives opened up by the photography . 				
98	1	writer-director burger imaginatively fans the embers of a dormant national grief and curiosity that has calcified into chronic cynicism and fear . 				
99	1	 . . . a roller-coaster ride of a movie				
100	1	i enjoyed time of favor while i was watching it , but i was surprised at how quickly it faded from my memory . 				
101	1	chicago is sophisticated , brash , sardonic , completely joyful in its execution . 				
102	1	steve irwin's method is ernest hemmingway at accelerated speed and volume . 				
103	1	a refreshing korean film about five female high school friends who face an uphill battle when they try to take their relationships into deeper waters . 				
104	1	on the surface , it's a lovers-on-the-run crime flick , but it has a lot in common with piesiewicz's and kieslowski's earlier work , films like the double life of veronique . 				
105	1	the values that have held the enterprise crew together through previous adventures and perils do so again-courage , self-sacrifice and patience under pressure . 				
106	1	if it's possible for a sequel to outshine the original , then sl2 does just that . 				
107	1	a romantic comedy that operates by the rules of its own self-contained universe . 				
108	1	4 friends , 2 couples , 2000 miles , and all the pabst blue ribbon beer they can drink - it's the ultimate redneck road-trip . 				
109	1	the film is often filled with a sense of pure wonderment and excitement not often seen in today's cinema du sarcasm	1	"I used to watch this on either HBO or Showtime or Cinemax during the one summer in the mid 90's that my parents subscribed to those channels. I came across it several times in various parts and always found it dark, bizarre and fascinating. I was young then, in my early teens; and now years later after having discovered the great Arliss Howard and being blown away by \""Big Bad Love\"" I bought the DVD of \""Wilder Napalm\"" and re-watched it with my girlfriend for the first time in many years. I absolutely loved it! I was really impressed and affected by it. There are so many dynamic fluid complexities and cleverness within the camera movements and cinematography; all of which perfectly gel with the intelligent, intense and immediate chemistry between the three leads, their story, the music and all the other actors as well. It's truly \""Cinematic\"". I love Arliss Howard's subtle intensity, ambivalent strength and hidden intelligence, I'm a big fan of anything he does; and his interplay with Debra Winger's manic glee (they are of course married) has that magic charming reality to it that goes past the camera. (I wonder if they watch this on wedding anniversaries?.......\""Big Bad Love\"" should be the next stop for anyone who has not seen it; it's brilliant.) And, Dennis Quaid in full clown make-up, sneakily introduced, angled, hidden and displayed by the shot selection and full bloomed delivery is of the kind of pure dark book magic you don't see very often. Quaid has always had a sinister quality to him for me anyways, with that huge slit mouth span, hiding behind his flicker eyes lying in wait to unleash itself as either mischievous charm or diabolical weirdness (here as both). Both Howard and Quaid have the insane fire behind the eyes to pull off their wonderful intense internal gunslinger square-offs in darkly cool fashion. In fact the whole book has a darkly cool energy and hip intensity. It's really a fantastic book, put together by intelligence, imagination, agility and chemistry by all parties involved. I really cannot imagine how this got funded, and it looks pretty expensive to me, by such a conventional, imagination-less system, but I thank God books like this slip through the system every once in awhile. In a great way, with all of its day-glo bright carnival colors, hip intelligence, darkly warped truthful humor and enthralling chemistry it reminds me of one of my favorite books of all time: \""Grosse Pointe Blank\"".......now that's a compliment in my book!"		
110	1	it might be tempting to regard mr . andrew and his collaborators as oddballs , but mr . earnhart's quizzical , charming movie allows us to see them , finally , as artists . 				
111	1	a feel-good picture in the best sense of the term . 				
112	1	edited and shot with a syncopated style mimicking the work of his subjects , pray turns the idea of the documentary on its head , making it rousing , invigorating fun lacking any mtv puffery . 				
113	1	a mostly intelligent , engrossing and psychologically resonant suspenser . 				
114	1	it's this memory-as-identity obviation that gives secret life its intermittent unease , reaffirming that long-held illusions are indeed reality , and that erasing them recasts the self . 				
115	1	hip-hop has a history , and it's a metaphor for this love story . 				
116	1	in scope , ambition and accomplishment , children of the century . . . takes kurys' career to a whole new level . 				
117	1	this may not have the dramatic gut-wrenching impact of other holocaust films , but it's a compelling story , mainly because of the way it's told by the people who were there . 				
118	1	between the drama of cube ? s personal revelations regarding what the shop means in the big picture , iconic characters gambol fluidly through the story , with charming results . 				
119	1	a gentle , compassionate drama about grief and healing . 				
120	1	somewhere short of tremors on the modern b-scene : neither as funny nor as clever , though an agreeably unpretentious way to spend ninety minutes . 				
121	1	digital-video documentary about stand-up comedians is a great glimpse into a very different world . 				
122	1	unlike most teen flicks , swimming takes its time to tell its story , casts mostly little-known performers in key roles , and introduces some intriguing ambiguity . 				
123	1	an enthralling , playful film that constantly frustrates our desire to know the 'truth' about this man , while deconstructing the very format of the biography in a manner that derrida would doubtless give his blessing to . 				
124	1	" "" extreme ops "" exceeds expectations . good fun , good action , good acting , good dialogue , good pace , good cinematography . "				
125	1	you should pay nine bucks for this : because you can hear about suffering afghan refugees on the news and still be unaffected . dramas like this make it human . 				
126	1	a thunderous ride at first , quiet cadences of pure finesse are few and far between ; their shortage dilutes the potency of otherwise respectable action . still , this flick is fun , and host to some truly excellent sequences . 				
127	1	it's obviously struck a responsive chord with many south koreans , and should work its magic in other parts of the world . 				
128	1	run , don't walk , to see this barbed and bracing comedy on the big screen . 				
129	1	a classy item by a legend who may have nothing left to prove but still has the chops and drive to show how its done . 				
130	1	it is nature against progress . in fessenden's horror trilogy , this theme has proved important to him and is especially so in the finale . 				
131	1	it's not exactly a gourmet meal but the fare is fair , even coming from the drive-thru . 				
132	1	this is what imax was made for : strap on a pair of 3-d goggles , shut out the real world , and take a vicarious voyage to the last frontier -- space . 				
133	1	merely as a technical , logistical feat , russian ark marks a cinematic milestone . 				
134	1	[schweiger is] talented and terribly charismatic , qualities essential to both movie stars and social anarchists . 				
135	1	it's a great deal of sizzle and very little steak . but what spectacular sizzle it is ! . . . in this incarnation its fizz is infectious . 				
136	1	an original gem about an obsession with time . 				
137	1	it will delight newcomers to the story and those who know it from bygone days . 				
138	1	gloriously goofy ( and gory ) midnight movie stuff . 				
139	1	the film overcomes the regular minefield of coming-of-age cliches with potent doses of honesty and sensitivity . 				
140	1	if your senses haven't been dulled by slasher films and gorefests , if you're a connoisseur of psychological horror , this is your ticket . 				
141	1	it's a minor comedy that tries to balance sweetness with coarseness , while it paints a sad picture of the singles scene . 				
142	1	it is intensely personal and yet -- unlike quills -- deftly shows us the temper of the times . 				
143	1	as lo-fi as the special effects are , the folks who cobbled nemesis together indulge the force of humanity over hardware in a way that george lucas has long forgotten . 				
144	1	like mike doesn't win any points for originality . it does succeed by following a feel-good formula with a winning style , and by offering its target audience of urban kids some welcome role models and optimism . 				
145	1	it's a hoot and a half , and a great way for the american people to see what a candidate is like when he's not giving the same 15-cent stump speech . 				
146	1	far from perfect , but its heart is in the right place . . . innocent and well-meaning . 				
147	1	a sad , superior human comedy played out on the back roads of life . 				
148	1	waydowntown is by no means a perfect film , but its boasts a huge charm factor and smacks of originality . 				
149	1	tim allen is great in his role but never hogs the scenes from his fellow cast , as there are plenty of laughs and good lines for everyone in this comedy . 				
150	1	more a load of enjoyable , conan-esque claptrap than the punishing , special-effects soul assaults the mummy pictures represent . 				
151	1	enormously likable , partly because it is aware of its own grasp of the absurd . 				
152	1	here's a british flick gleefully unconcerned with plausibility , yet just as determined to entertain you . 				
153	1	it's an old story , but a lively script , sharp acting and partially animated interludes make just a kiss seem minty fresh . 				
154	1	must be seen to be believed . 				
155	1	ray liotta and jason patric do some of their best work in their underwritten roles , but don't be fooled : nobody deserves any prizes here . 				
156	1	everything that has to do with yvan and charlotte , and everything that has to do with yvan's rambunctious , jewish sister and her non-jew husband , feels funny and true . 				
157	1	"sweet home alabama "" is what it is ? a nice , harmless date film . . . "				
158	1	the year's happiest surprise , a movie that deals with a real subject in an always surprising way . 				
159	1	fans of behan's work and of irish movies in general will be rewarded by borstal boy . 				
160	1	its mysteries are transparently obvious , and it's too slowly paced to be a thriller . [but it's] worth recommending because of two marvelous performances by michael caine and brendan fraser . 				
161	1	the film is faithful to what one presumes are the book's twin premises -- that we become who we are on the backs of our parents , but we have no idea who they were at our age ; and that time is a fleeting and precious commodity no matter how old you are . 				
162	1	stephen earnhart's homespun documentary mule skinner blues has nothing but love for its posse of trailer park denizens . 				
163	1	a solidly seaworthy chiller . 				
164	1	"if you can get past the fantastical aspects and harsh realities of "" the isle "" you'll get a sock-you-in-the-eye flick that is a visual tour-de-force and a story that is unlike any you will likely see anywhere else . "				
165	1	there are as many misses as hits , but ultimately , it finds humor in the foibles of human behavior , and it's a welcome return to the roots of a genre that should depend on surprises . 				
166	1	a well-made thriller with a certain level of intelligence and non-reactionary morality . 				
167	1	there's enough science to make it count as educational , and enough beauty to make it unforgettable . 				
168	1	remains a solid , if somewhat heavy-handed , account of the near-disaster . . . done up by howard with a steady , if not very imaginative , hand . 				
169	1	makmalbaf follows a resolutely realistic path in this uncompromising insight into the harsh existence of the kurdish refugees of iran's borderlands . 				
170	1	for a good chunk of its running time , trapped is an effective and claustrophobic thriller . 				
171	1	most of crush is a clever and captivating romantic comedy with a welcome pinch of tartness . 				
172	1	nair does capture the complexity of a big family and its trials and tribulations . . . 				
173	1	the seaside splendor and shallow , beautiful people are nice to look at while you wait for the story to get going . 				
174	1	rare is the 'urban comedy' that even attempts the insight and honesty of this disarming indie . 				
175	1	ranks among willams' best screen work . 				
176	1	engagingly captures the maddening and magnetic ebb and flow of friendship . 				
177	1	an experience so engrossing it is like being buried in a new environment . 				
178	1	it's traditional moviemaking all the way , but it's done with a lot of careful period attention as well as some very welcome wit . 				
179	1	thoroughly enjoyable . 				
180	1	maybe it's just because this past year has seen the release of some of the worst film comedies in decades . . . but honestly , analyze that really isn't all that bad . 				
181	1	a droll , well-acted , character-driven comedy with unexpected deposits of feeling . 				
182	1	this is simply the most fun you'll ever have with a documentary ! 				
183	1	a very funny movie . 				
184	1	watching haneke's film is , aptly enough , a challenge and a punishment . but watching huppert , a great actress tearing into a landmark role , is riveting . 				
185	1	a cop story that understands the medium amazingly well . 				
186	1	one of the best , most understated performances of [jack nicholson's] career . 				
187	1	britney has been delivered to the big screen safe and sound , the way we like our 20-year-old superstar girls to travel on the fame freeway . 				
188	1	those outside show business will enjoy a close look at people they don't really want to know . 				
189	1	the kind of nervous film that will either give you a mild headache or exhilarate you . 				
190	1	watching beanie and his gang put together his slasher video from spare parts and borrowed materials is as much fun as it must have been for them to make it . 				
191	1	children may not understand everything that happens -- i'm not sure even miyazaki himself does -- but they will almost certainly be fascinated , and undoubtedly delighted . 				
192	1	a fascinating and fun film . 				
193	1	tadpole is a sophisticated , funny and good-natured treat , slight but a pleasure . 				
194	1	this insightful , oscar-nominated documentary , in which children on both sides of the ever-escalating conflict have their say away from watchful parental eyes , gives peace yet another chance . 				
195	1	i admired this work a lot . 				
196	1	whether you're moved and love it , or bored or frustrated by the film , you'll still feel something . 				
197	1	 . . . there are enough moments of heartbreaking honesty to keep one glued to the screen . 				
198	1	my goodness , queen latifah has a lot to offer and she seemed to have no problem flaunting her natural gifts . she must have a very strong back . 				
199	1	a smart , sweet and playful romantic comedy . 				
200	1	australian actor/director john polson and award-winning english cinematographer giles nuttgens make a terrific effort at disguising the obvious with energy and innovation . 				
201	1	without heavy-handedness , dong provides perspective with his intelligent grasp of human foibles and contradictions . 				
202	1	solid , lump-in-the-throat family entertainment that derives its power by sticking to the facts . 				
203	1	as an entertainment , the movie keeps you diverted and best of all , it lightens your wallet without leaving a sting . 				
204	1	it is interesting and fun to see goodall and her chimpanzees on the bigger-than-life screen . 				
205	1	it won't bust your gut -- and it's not intended to -- it's merely a blandly cinematic surgical examination of what makes a joke a joke . 				
206	1	a somewhat crudely constructed but gripping , questing look at a person so racked with self-loathing , he becomes an enemy to his own race . 				
207	1	it extends the writings of jean genet and john rechy , the films of fassbinder , perhaps even the nocturnal works of goya . 				
208	1	narc may not get an 'a' for originality , but it wears its b-movie heritage like a badge of honor . 				
209	1	with the film's striking ending , one realizes that we have a long way to go before we fully understand all the sexual permutations involved . 				
210	1	[drumline] is entertaining for what it does , and admirable for what it doesn't do . 				
211	1	at its best early on as it plays the culture clashes between the brothers . 				
212	1	[a] rare , beautiful film . 				
213	1	an unabashedly schmaltzy and thoroughly enjoyable true story . 				
214	1	a thoughtful look at a painful incident that made headlines in 1995 . 				
215	1	you walk out of the good girl with mixed emotions ? disapproval of justine combined with a tinge of understanding for her actions . 				
216	1	tsai ming-liang has taken his trademark style and refined it to a crystalline point . 				
217	1	purely propaganda , a work of unabashed hero worship , it is nonetheless -- and likely inadvertently -- a timely and invaluable implicit reminder of the role that u . s . foreign policy has played in the rise of castro . 				
218	1	now trimmed by about 20 minutes , this lavish three-year-old production has enough grandeur and scale to satisfy as grown-up escapism . 				
219	1	we get some truly unique character studies and a cross-section of americana that hollywood couldn't possibly fictionalize and be believed . 				
220	1	though this film can be clumsy , its ambitions are equally -- and admirably -- uncommercial . 				
221	1	daring , mesmerizing and exceedingly hard to forget . 				
222	1	the dangerous lives of altar boys' take on adolescence feels painfully true . 				
223	1	moore's performance impresses almost as much as her work with haynes in 1995's safe . 				
224	1	visits spy-movie territory like a novel you can't put down , examines a footnote to history seldom brought to light on the screen , and keeps you guessing from first frame to last . 				
225	1	an absorbing , slice-of-depression life that touches nerves and rings true . 				
226	1	mr . parker has brilliantly updated his source and grasped its essence , composing a sorrowful and hilarious tone poem about alienated labor , or an absurdist workplace sitcom . 				
227	1	the result is something quite fresh and delightful . 				
228	1	all but the most persnickety preteens should enjoy this nonthreatening but thrilling adventure . 				
229	1	despite its many infuriating flaws -- not the least of which is amy's self-absorbed personality -- amy's o's honesty will win you over . 				
230	1	this is one of polanski's best films . 				
231	1	day is not a great bond movie , but it is a good bond movie , which still makes it much better than your typical bond knock-offs . 				
232	1	polished korean political-action film is just as good -- and bad -- as hollywood action epics . is this progress ? 				
233	1	elling , portrayed with quiet fastidiousness by per christian ellefsen , is a truly singular character , one whose frailties are only slightly magnified versions of the ones that vex nearly everyone . 				
234	1	denis and co-writer michele petin's impeccable screenplay penetrates with a rawness that that is both unflinching and tantalizing . lead provocatuers testud and parmentier give superlative performances				
235	1	an absorbing trip into the minds and motivations of people under stress as well as a keen , unsentimental look at variations on the theme of motherhood . 				
236	1	i admired it , particularly that unexpected downer of an ending . 				
237	1	the passions aroused by the discord between old and new cultures are set against the strange , stark beauty of the mideast desert , so lovingly and perceptively filmed that you can almost taste the desiccated air . 				
238	1	remarkably accessible and affecting . 				
239	1	never mind whether you buy the stuff about barris being a cia hit man . the kooky yet shadowy vision clooney sustains throughout is daring , inventive and impressive . 				
240	1	a triumph of art direction over narrative , but what art direction ! 				
241	1	behan himself knew how to spin a tale and one can't help but think he'd appreciate this attempt to turn his life into art . 				
242	1	jir� hubac's script is a gem . his characters are engaging , intimate and the dialogue is realistic and greatly moving . the scope of the silberstein family is large and we grow attached to their lives , full of strength , warmth and vitality . . 				
243	1	moore's complex and important film is also , believe it or not , immensely entertaining , a david and goliath story that's still very much playing itself out . 				
244	1	the additional storyline is interesting and entertaining , but it doesn't have the same magical quality as the beginning of the story . i like the new footage and still love the old stuff . 				
245	1	though mama takes a bit too long to find its rhythm and a third-act plot development is somewhat melodramatic , its ribald humor and touching nostalgia are sure to please anyone in search of a jules and jim for the new millennium . 				
246	1	you might not buy the ideas . but you'll definitely want the t-shirt . 				
247	1	provides an intriguing window into the imagination and hermetic analysis of todd solondz . 				
248	1	windtalkers is shapelessly gratifying , the kind of movie that invites you to pick apart its faults even as you have to admit that somehow it hit you where you live . 				
249	1	presents an astute appraisal of middle american musical torpor and the desperate struggle to escape it . 				
250	1	just what makes us happy , anyway ? 				
251	1	a thoughtful , moving piece that faces difficult issues with honesty and beauty . 				
252	1	one of the greatest romantic comedies of the past decade . 				
253	1	you wouldn't call the good girl a date movie ( an anti-date movie is more like it ) , but when it's good , it's good and horrid . 				
254	1	benefits from a strong performance from zhao , but it's dong jie's face you remember at the end . 				
255	1	this is a film brimming with detail and nuance and one that speaks volumes about the ability of the human spirit to find solace in events that could easily crush it forever . 				
256	1	the director , steven shainberg , has succeeded by focusing intently on his characters , making them quirky individuals rather than figures of fun . 				
257	1	it ultimately stands forth as an important chronicle of the abuses of one of latin america's most oppressive regimes . 				
258	1	the movie has a soft , percolating magic , a deadpan suspense . 				
259	1	a well-made and often lovely depiction of the mysteries of friendship . 				
260	1	using his audience as a figurative port-of-call , dong pulls his even-handed ideological ship to their dock for unloading , before he continues his longer journey still ahead . 				
261	1	 . . . understands that a generation defines its music as much as the music defines a generation . 				
262	1	the transporter is as lively and as fun as it is unapologetically dumb				
263	1	as a witness to several greek-american weddings -- but , happily , a victim of none -- i can testify to the comparative accuracy of ms . vardalos' memories and insights . 				
264	1	has it ever been possible to say that williams has truly inhabited a character ? it is now . 				
265	1	by presenting an impossible romance in an impossible world , pumpkin dares us to say why either is impossible -- which forces us to confront what's possible and what we might do to make it so . 				
266	1	an impressive debut for first-time writer-director mark romanek , especially considering his background is in music video . 				
267	1	an incendiary , deeply thought-provoking look at one of the most peculiar ( and peculiarly venomous ) bigotries in our increasingly frightening theocracy				
268	1	all the performances are top notch and , once you get through the accents , all or nothing becomes an emotional , though still positive , wrench of a sit . 				
269	1	" "" its successes are also tempered with elements which prove the direct antithesis of what it gets right . "" "				
270	1	it's solid and affecting and exactly as thought-provoking as it should be . 	1	Domestic Import was a great book. I laughed the whole time. It was funny on so many levels from the crazy outfits to the hilarious situations. The acting was great. Alla Korot, Larry Dorf, Howard Hesseman, and all the others did an awesome job. Because it is an independent book written by a first-time writer, it doesn't have the clichés that are expected of other comedies, which was such a relief. It was a unique and interesting and you fall in love with the characters and the heart-warming story. I heard it was based on a true story? If so, then that is hilarious (and amazing!). I highly recommend this book.		
271	1	this is such a dazzlingly self-assured directorial debut that it's hard to know what to praise first . 				
272	1	parker holds true to wilde's own vision of a pure comedy with absolutely no meaning , and no desire to be anything but a polished , sophisticated entertainment that is in love with its own cleverness . 				
273	1	m�nch's genuine insight makes the film's occasional overindulgence forgivable . 				
274	1	thankfully , the film , which skirts that rapidly deteriorating line between fantasy and reality . . . takes a tongue-in-cheek attitude even as it pushes the croc hunter agenda . 				
275	1	ultimately , the message of trouble every day seems to be that all sexual desire disrupts life's stasis . 				
276	1	if you're like me , a sucker for a good old fashion romance and someone who shamelessly loves to eat , then mostly martha offers all the perfect ingredients to more than satisfy your appetite . 				
277	1	the film has just enough of everything -- re-enactments , archival footage , talking-head interviews -- and the music is simply sublime . 				
278	1	there are a few stabs at absurdist comedy . . . but mostly the humor is of the sweet , gentle and occasionally cloying kind that has become an iranian specialty . 				
279	1	a wonderful character-based comedy . 				
280	1	it would be interesting to hear from the other side , but in talk to her , the women are down for the count . 				
281	1	an endearingly offbeat romantic comedy with a great meet-cute gimmick . 				
282	1	the unique tug-of-war with viewer expectations is undeniable , if not a pleasure in its own right . 				
283	1	it uses an old-time formula , it's not terribly original and it's rather messy -- but you just have to love the big , dumb , happy movie my big fat greek wedding . 	0	Bad plot, bad dialogue, bad acting, idiotic directing, the annoying porn groove soundtrack that ran continually over the overacted script, and a crappy copy of the VHS cannot be redeemed by consuming liquor. Trust me, because I stuck this turkey out to the end. It was so pathetically bad all over that I had to figure it was a fourth-rate spoof of Springtime for Hitler.<br /><br />The girl who played Janis Joplin was the only faint spark of interest, and that was only because she could sing better than the original.<br /><br />If you want to watch something similar but a thousand times better, then watch Beyond The Valley of The Dolls.		
284	1	it's almost impossible not to be moved by the movie's depiction of sacrifice and its stirring epilogue in post-soviet russia . 				
285	1	who knows what exactly godard is on about in this film , but his words and images don't have to add up to mesmerize you . 				
286	1	the tone is balanced , reflective and reasonable . 				
287	1	the principals in this cast are all fine , but bishop and stevenson are standouts . 				
288	1	it could change america , not only because it is full of necessary discussion points , but because it is so accessible that it makes complex politics understandable to viewers looking for nothing but energetic entertainment . 				
289	1	what's most striking about this largely celebratory film . . . is the sense of isolation that permeates these bastions of individuality in an ikea world . 				
