id	review
84	although it lacks the detail of the book , the film does pack some serious suspense . 
85	i'd watch these two together again in a new york minute . 
86	there's nothing like love to give a movie a b-12 shot , and cq shimmers with it . 
87	a moving essay about the specter of death , especially suicide . 
88	this film is so different from the apple and so striking that it can only encourage us to see samira makhmalbaf as a very distinctive sensibility , working to develop her own film language with conspicuous success . 
89	like a less dizzily gorgeous companion to mr . wong's in the mood for love -- very much a hong kong movie despite its mainland setting . 
90	 . . . a somber film , almost completely unrelieved by any comedy beyond the wistful everyday ironies of the working poor . 
91	coral reef adventure is a heavyweight film that fights a good fight on behalf of the world's endangered reefs -- and it lets the pictures do the punching . 
92	the overall result is an intelligent , realistic portrayal of testing boundaries . 
93	poignant and moving , a walk to remember is an inspirational love story , capturing the innocence and idealism of that first encounter . 
94	worth a salute just for trying to be more complex than your average film . 
95	handsome and sophisticated approach to the workplace romantic comedy . 
96	a shimmeringly lovely coming-of-age portrait , shot in artful , watery tones of blue , green and brown . 
97	while cherish doesn't completely survive its tonal transformation from dark comedy to suspense thriller , it's got just enough charm and appealing character quirks to forgive that still serious problem . 
98	in many ways , reminiscent of 1992's unforgiven which also utilized the scintillating force of its actors to draw out the menace of its sparse dialogue . 
99	we admire this film for its harsh objectivity and refusal to seek our tears , our sympathies . 
100	an often watchable , though goofy and lurid , blast of a costume drama set in the late 15th century . 
101	the entire cast is first-rate , especially sorvino . 
102	the cat's meow marks a return to form for director peter bogdanovich . . . 
103	this one is strictly a lightweight escapist film . 
104	this sensitive , smart , savvy , compelling coming-of-age drama delves into the passive-aggressive psychology of co-dependence and the struggle for self-esteem . 
105	"the culmination of everyone's efforts is given life when a selection appears in its final form [in "" last dance "" ] . "
106	in questioning the election process , payami graphically illustrates the problems of fledgling democracies , but also the strength and sense of freedom the iranian people already possess , with or without access to the ballot box . 
107	a very charming and funny movie . 
108	this is a film that manages to find greatness in the hue of its drastic iconography . 
109	"streamlined to a tight , brisk 85-minute screwball thriller , "" big trouble "" is funny , harmless and as substantial as a tub of popcorn with extra butter . "
110	consummate actor barry has done excellent work here . 
111	the biggest problem with this movie is that it's not nearly long enough . 
112	while not all that bad of a movie , it's nowhere near as good as the original . 
113	ali's graduation from little screen to big is far less painful than his opening scene encounter with an over-amorous terrier . 
114	i have always appreciated a smartly written motion picture , and , whatever flaws igby goes down may possess , it is undeniably that . 
115	you can sip your vintage wines and watch your merchant ivory productions ; i'll settle for a nice cool glass of iced tea and a jerry bruckheimer flick any day of the week . 
116	may be the most undeserving victim of critical overkill since town and country . 
117	a chilly , brooding but quietly resonant psychological study of domestic tension and unhappiness . 
118	the movie does its best to work us over , with second helpings of love , romance , tragedy , false dawns , real dawns , comic relief , two separate crises during marriage ceremonies , and the lush scenery of the cotswolds . 
119	cold , nervy and memorable . 
120	becomes a fascinating study of isolation and frustration that successfully recreates both the physical setting and emotional tensions of the papin sisters . 
121	spend your benjamins on a matinee . 
122	all in all , it's a pretty good execution of a story that's a lot richer than the ones hollywood action screenwriters usually come up with on their own . 
123	worth seeing just for weaver and lapaglia . 
124	a pleasant piece of escapist entertainment . 
125	among the many pleasures are the lively intelligence of the artists and their perceptiveness about their own situations . 
126	it's consistently funny , in an irresistible junior-high way , and consistently free of any gag that would force you to give it a millisecond of thought . 
127	it's the cute frissons of discovery and humor between chaplin and kidman that keep this nicely wound clock not just ticking , but humming . 
128	the storytelling may be ordinary , but the cast is one of those all-star reunions that fans of gosford park have come to assume is just another day of brit cinema . 
129	there's something about a marching band that gets me where i live . 
130	cuaron repeatedly , perversely undercuts the joie de vivre even as he creates it , giving the movie a mournful undercurrent that places the good-time shenanigans in welcome perspective . 
131	it's definitely an improvement on the first blade , since it doesn't take itself so deadly seriously . 
132	a slam-bang extravaganza that is all about a wild-and-woolly , wall-to-wall good time . 
133	what's infuriating about full frontal is that it's too close to real life to make sense . what's invigorating about it is that it doesn't give a damn . 
134	is red dragon worthy of a place alongside the other hannibal movies ? as hannibal would say , yes , 'it's like having an old friend for dinner' . 
135	writer-director juan carlos fresnadillo makes a feature debut that is fully formed and remarkably assured . 
136	insightfully written , delicately performed
137	perhaps the grossest movie ever made . funny , though . 
138	this 90-minute postmodern voyage was more diverting and thought-provoking than i'd expected it to be . 
139	one of those exceedingly rare films in which the talk alone is enough to keep us involved . 
140	a heartbreakingly thoughtful minor classic , the work of a genuine and singular artist . 
141	an affectionately goofy satire that's unafraid to throw elbows when necessary . . . 
142	between them , de niro and murphy make showtime the most savory and hilarious guilty pleasure of many a recent movie season . 
143	jackson tries to keep the plates spinning as best he can , but all the bouncing back and forth can't help but become a bit tedious -- even with the breathtaking landscapes and villainous varmints there to distract you from the ricocheting . 
144	filmmakers david weissman and bill weber benefit enormously from the cockettes' camera craziness -- not only did they film performances , but they did the same at home . 
145	interesting both as a historical study and as a tragic love story . 
146	a stylish but steady , and ultimately very satisfying , piece of character-driven storytelling . 
147	it picked me up , swung me around , and dropped me back in my seat with more emotional force than any other recent film . 
148	graham greene's novel of colonialism and empire is elevated by michael caine's performance as a weary journalist in a changing world . 
149	though it's equally solipsistic in tone , the movie has enough vitality to justify the notion of creating a screen adaptation of evans' saga of hollywood excess . 
150	compulsively watchable , no matter how degraded things get . 
151	delivers roughly equal amounts of beautiful movement and inside information . 
152	bon app�tit ! just like a splendid meal , red dragon satisfies ? from its ripe recipe , inspiring ingredients , certified cuisine and palatable presentation . 
153	the structure is simple , but in its own way , rabbit-proof fence is a quest story as grand as the lord of the rings . 
154	this charming , thought-provoking new york fest of life and love has its rewards . 
155	some people march to the beat of a different drum , and if you ever wondered what kind of houses those people live in , this documentary takes a look at 5 alternative housing options . 
156	playfully profound . . . and crazier than michael jackson on the top floor of a skyscraper nursery surrounded by open windows . 
157	a film that will enthrall the whole family . 
158	the charm of the first movie is still there , and the story feels like the logical , unforced continuation of the careers of a pair of spy kids . 
159	k 19 stays afloat as decent drama/action flick
160	it sends you away a believer again and quite cheered at just that . 
161	like the best 60 minutes expos� , the film ( at 80 minutes ) is actually quite entertaining . 
162	an 83 minute document of a project which started in a muddle , seesawed back and forth between controlling interests multiple times , then found its sweet spot
163	an emotionally and spiritually compelling journey seen through the right eyes , with the right actors and with the kind of visual flair that shows what great cinema can really do . 
164	nair doesn't use [monsoon wedding] to lament the loss of culture . instead , she sees it as a chance to revitalize what is and always has been remarkable about clung-to traditions . 
165	both grant and hoult carry the movie because they are believable as people -- flawed , assured of the wrong things , and scared to admit how much they may really need the company of others . 
166	leading a double life in an american film only comes to no good , but not here . matters play out realistically if not always fairly . 
167	in the affable maid in manhattan , jennifer lopez's most aggressive and most sincere attempt to take movies by storm , the diva shrewdly surrounds herself with a company of strictly a-list players . 
168	like mike is a harmlessly na�ve slice of b-ball fantasy , fit for filling in during the real nba's off-season . 
169	though writer/director bart freundlich's film ultimately becomes a simplistic story about a dysfunctional parent-child relationship , it has some special qualities and the soulful gravity of crudup's anchoring performance . 
170	y tu mam� tambi�n es un buen filme gracias a lo poco convencional de su narrativa , y es quiz� el proyecto m�s arriesgado en la carrera de alfonso cuar�n
171	what the movie lacks in action it more than makes up for in drama , suspense , revenge , and romance . 
172	just offbeat enough to keep you interested without coming close to bowling you over . 
173	probes in a light-hearted way the romantic problems of individuals for whom the yearning for passion spells discontent . 
174	what elevates the movie above the run-of-the-mill singles blender is its surreal sense of humor and technological finish . 
175	a film about female friendship that men can embrace and women will talk about for hours . 
176	the directing and story are disjointed , flaws that have to be laid squarely on taylor's doorstep . but the actors make this worth a peek . 
177	� uma pena que , mais tarde , o pr�prio filme abandone o tom de par�dia e passe a utilizar os mesmos clich�s que havia satirizado . 
178	light the candles , bring out the cake and don't fret about the calories because there's precious little substance in birthday girl -- it's simply , and surprisingly , a nice , light treat . 
179	it may be about drug dealers , kidnapping , and unsavory folks , but the tone and pacing are shockingly intimate . 
180	massoud's story is an epic , but also a tragedy , the record of a tenacious , humane fighter who was also the prisoner ( and ultimately the victim ) of history . 
181	if villainous vampires are your cup of blood , blade 2 is definitely a cut above the rest . 
182	drumline ably captures the complicated relationships in a marching band . 
183	because the film deliberately lacks irony , it has a genuine dramatic impact ; it plays like a powerful 1957 drama we've somehow never seen before . 
184	does point the way for adventurous indian filmmakers toward a crossover into nonethnic markets . 
185	seems based on ugly ideas instead of ugly behavior , as happiness was . . . hence , storytelling is far more appealing . 
186	"sum "" is jack ryan's "" do-over . "" give credit to everyone from robinson down to the key grip that this bold move works . especially give credit to affleck . "
187	an intelligently made ( and beautifully edited ) picture that at the very least has a spark of life to it -- more than you can say for plenty of movies that flow through the hollywood pipeline without a hitch . 
188	a terrific date movie , whatever your orientation . 
189	not all of the stories work and the ones that do are thin and scattered , but the film works well enough to make it worth watching . 
190	what it lacks in originality it makes up for in effective if cheap moments of fright and dread . 
191	the pain , loneliness and insecurity of the screenwriting process are vividly and painfully brought to slovenly life in this self-deprecating , biting and witty feature written by charlie kaufman and his twin brother , donald , and directed by spike jonze . 
192	a gem of a movie . 
193	witty , vibrant , and intelligent . 
194	it's all stitched together with energy , intelligence and verve , enhanced by a surplus of vintage archive footage . 
195	miller comes at film with bracing intelligence and a vision both painterly and literary . 
196	the film is moody , oozing , chilling and heart-warming all at once . . . a twisting , unpredictable , cat-and-mouse thriller . 
197	eight legged freaks is clever and funny , is amused by its special effects , and leaves you feeling like you've seen a movie instead of an endless trailer . 
198	this is historical filmmaking without the balm of right-thinking ideology , either liberal or conservative . mr . scorsese's bravery and integrity in advancing this vision can hardly be underestimated . 
199	a thriller whose style , structure and rhythms are so integrated with the story , you cannot separate them . 
200	it's a hoot watching the rock chomp on jumbo ants , pull an arrow out of his back , and leap unscathed through raging fire ! 
201	returning director rob minkoff . . . and screenwriter bruce joel rubin . . . have done a fine job of updating white's dry wit to a new age . 
202	unfolds with such a wallop of you-are-there immediacy that when the bullets start to fly , your first instinct is to duck . 
203	a strong script , powerful direction and splendid production design allows us to be transported into the life of wladyslaw szpilman , who is not only a pianist , but a good human being . 
204	an unflinching look at the world's dispossessed . 
205	if the film fails to fulfill its own ambitious goals , it nonetheless sustains interest during the long build-up of expository material . 
206	polanski has found the perfect material with which to address his own world war ii experience in his signature style . 
207	it is life affirming and heartbreaking , sweet without the decay factor , funny and sad . 
208	an off-beat and fanciful film about the human need for monsters to blame for all that is amiss in the world . 
209	a colorful , joyous celebration of life ; a tapestry woven of romance , dancing , singing , and unforgettable characters . 
210	frei assembles a fascinating profile of a deeply humanistic artist who , in spite of all that he's witnessed , remains surprisingly idealistic , and retains an extraordinary faith in the ability of images to communicate the truth of the world around him . 
211	nicely combines the enigmatic features of 'memento' with the hallucinatory drug culture of 'requiem for a dream . '
212	a well paced and satisfying little drama that deserved better than a ?direct-to-video' release . 
213	"the best part about "" gangs "" was daniel day-lewis . "
214	a treat for its depiction on not giving up on dreams when you're a struggling nobody . 
215	one of those rare films that seems as though it was written for no one , but somehow manages to convince almost everyone that it was put on the screen , just for them . 
216	a gripping documentary that reveals how deep the antagonism lies in war-torn jerusalem . 
217	director chris wedge and screenwriters michael berg , michael j . wilson and peter ackerman create some episodes that rival vintage looney tunes for the most creative mayhem in a brief amount of time . 
218	one of the film's most effective aspects is its tchaikovsky soundtrack of neurasthenic regret . 
219	solondz creates some effective moments of discomfort for character and viewer alike . 
220	the film's appeal has a lot to do with the casting of juliette binoche as sand , who brings to the role her pale , dark beauty and characteristic warmth . 
221	i was amused and entertained by the unfolding of bielinsky's cleverly constructed scenario , and greatly impressed by the skill of the actors involved in the enterprise . 
222	somehow ms . griffiths and mr . pryce bring off this wild welsh whimsy . 
223	more mature than fatal attraction , more complete than indecent proposal and more relevant than 9 � weeks , unfaithful is at once intimate and universal cinema . 
224	for all the dolorous trim , secretary is a genial romance that maintains a surprisingly buoyant tone throughout , notwithstanding some of the writers' sporadic dips into pop freudianism . 
225	a fanciful drama about napoleon's last years and his surprising discovery of love and humility . 
226	a highly personal look at the effects of living a dysfunctionally privileged lifestyle , and by the end , we only wish we could have spent more time in its world . 
227	eric schweig and graham greene both exude an air of dignity that's perfect for the proud warrior that still lingers in the souls of these characters . 
228	lovely and amazing is holofcener's deep , uncompromising curtsy to women she knows , and very likely is . when all is said and done , she loves them to pieces -- and so , i trust , will you . 
229	campbell scott finds the ideal outlet for his flick-knife diction in the role of roger swanson . 
230	[fiji diver rusi vulakoro and the married couple howard and michelle hall] show us the world they love and make us love it , too . 
231	russian ark is a new treasure of the hermitage . 
232	the animated sequences are well done and perfectly constructed to convey a sense of childhood imagination and creating adventure out of angst . 
233	it's definitely a step in the right direction . 
234	as the princess , sorvino glides gracefully from male persona to female without missing a beat . ben kingsley is truly funny , playing a kind of ghandi gone bad . 
235	ourside the theatre roger might be intolerable company , but inside it he's well worth spending some time with . 
236	a gem , captured in the unhurried , low-key style favored by many directors of the iranian new wave . 
237	in an era where big stars and high production values are standard procedure , narc strikes a defiantly retro chord , and outpaces its contemporaries with daring and verve . 
238	almost peerlessly unsettling . 
239	ranges from laugh-out-loud hilarious to wonder-what- time-it-is tedious . 
240	the film's gamble to occasionally break up the live-action scenes with animated sequences pays off , as does its sensitive handling of some delicate subject matter . 
241	talk to her is not the perfect movie many have made it out to be , but it's still quite worth seeing . 
242	beating the austin powers films at their own game , this blaxploitation spoof downplays the raunch in favor of gags that rely on the strength of their own cleverness as opposed to the extent of their outrageousness . 
243	this is a dark , gritty , sometimes funny little gem . 
244	for all its visual panache and compelling supporting characters , the heart of the film rests in the relationship between sullivan and his son . 
245	what makes salton sea surprisingly engrossing is that caruso takes an atypically hypnotic approach to a world that's often handled in fast-edit , hopped-up fashion . 
246	a hidden-agenda drama that shouts classic french nuance . 
247	with spy kids 2 : the island of lost dreams , the spy kids franchise establishes itself as a durable part of the movie landscape : a james bond series for kids . 
248	an invaluable historical document thanks to the filmmaker's extraordinary access to massoud , whose charm , cultivation and devotion to his people are readily apparent . 
249	the performances of the four main actresses bring their characters to life . a little melodramatic , but with enough hope to keep you engaged . 
250	lan yu seems altogether too slight to be called any kind of masterpiece . it is , however , a completely honest , open-hearted film that should appeal to anyone willing to succumb to it . 
251	everyone should be able to appreciate the wonderful cinematography and naturalistic acting . 
252	this often-hilarious farce manages to generate the belly laughs of lowbrow comedy without sacrificing its high-minded appeal . 
253	stock up on silver bullets for director neil marshall's intense freight train of a film . 
254	expands the limits of what a film can be , taking us into the lives of women to whom we might not give a second look if we passed them on the street . 
255	the farcical elements seemed too pat and familiar to hold my interest , yet its diverting grim message is a good one . 
256	shanghai ghetto may not be as dramatic as roman polanski's the pianist , but its compassionate spirit soars every bit as high . 
257	despite these annoyances , the capable clayburgh and tambor really do a great job of anchoring the characters in the emotional realities of middle age . 
258	the underworld urban angst is derivative of martin scorsese's taxi driver and goodfellas , but this film speaks for itself . 
259	the film's heady yet far from impenetrable theory suggests that russians take comfort in their closed-off nationalist reality . 
260	despite modest aspirations its occasional charms are not to be dismissed . 
261	constantly touching , surprisingly funny , semi-surrealist exploration of the creative act . 
262	the journey is worth your time , especially if you have ellen pompeo sitting next to you for the ride . 
263	merci pour le movie . 
264	for every cheesy scene , though , there is a really cool bit -- the movie's conception of a future-world holographic librarian ( orlando jones ) who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized . 
265	what sets ms . birot's film apart from others in the genre is a greater attention to the parents -- and particularly the fateful fathers -- in the emotional evolution of the two bewitched adolescents . 
266	all three women deliver remarkable performances . 
267	claire is a terrific role for someone like judd , who really ought to be playing villains . 
268	it's clear that mehta simply wanted to update her beloved genre for the thousands of indians who fancy themselves too sophisticated for the cheese-laced spectacles that pack 'em in on the subcontinent . 
269	compassionately explores the seemingly irreconcilable situation between conservative christian parents and their estranged gay and lesbian children . 
270	the soundtrack alone is worth the price of admission . 
271	rodriguez does a splendid job of racial profiling hollywood style--casting excellent latin actors of all ages--a trend long overdue . 
272	beneath the film's obvious determination to shock at any cost lies considerable skill and determination , backed by sheer nerve . 
273	bielinsky is a filmmaker of impressive talent . 
274	so beautifully acted and directed , it's clear that washington most certainly has a new career ahead of him if he so chooses . 
275	a visual spectacle full of stunning images and effects . 
276	a gentle and engrossing character study . 
277	it's enough to watch huppert scheming , with her small , intelligent eyes as steady as any noir villain , and to enjoy the perfectly pitched web of tension that chabrol spins . 
278	an engrossing portrait of uncompromising artists trying to create something original against the backdrop of a corporate music industry that only seems to care about the bottom line . 
279	a mischievous visual style and oodles of charm make 'cherish' a very good ( but not great ) movie . 
280	just as the recent argentine film son of the bride reminded us that a feel-good movie can still show real heart , time of favor presents us with an action movie that actually has a brain . 
281	[a] strong piece of work . 
282	a stirring tribute to the bravery and dedication of the world's reporters who willingly walk into the nightmare of war not only to record the events for posterity , but to help us clearly see the world of our making . 
283	the importance of being earnest , so thick with wit it plays like a reading from bartlett's familiar quotations
284	daring and beautifully made . 
285	made for teens and reviewed as such , this is recommended only for those under 20 years of age . . . and then only as a very mild rental . 
286	imagine o . henry's <b>the gift of the magi</b> relocated to the scuzzy underbelly of nyc's drug scene . merry friggin' christmas ! 
287	the film does give a pretty good overall picture of the situation in laramie following the murder of matthew shepard . 
288	both lead performances are oscar-size . quaid is utterly fearless as the tortured husband living a painful lie , and moore wonderfully underplays the long-suffering heroine with an unflappable '50s dignity somewhere between jane wyman and june cleaver . 
289	ferrara's best film in years . 
290	a remarkably insightful look at the backstage angst of the stand-up comic . 
291	nothing short of wonderful with its ten-year-old female protagonist and its steadfast refusal to set up a dualistic battle between good and evil . 
292	davis' candid , archly funny and deeply authentic take on intimate relationships comes to fruition in her sophomore effort . 
293	it's more enjoyable than i expected , though , and that's because the laughs come from fairly basic comedic constructs . cinematic pratfalls given a working over . the cast is spot on and the mood is laid back . 
294	matches neorealism's impact by showing the humanity of a war-torn land filled with people who just want to live their lives . 
295	"those moviegoers who would automatically bypass a hip-hop documentary should give "" scratch "" a second look . "
296	baby-faced renner is eerily convincing as this bland blank of a man with unimaginable demons within . 
297	romantic , riveting and handsomely animated . 
298	a competent , unpretentious entertainment destined to fill the after-school slot at shopping mall theaters across the country . 
299	shot largely in small rooms , the film has a gentle , unforced intimacy that never becomes claustrophobic . 
300	where janice beard falters in its recycled aspects , implausibility , and sags in pace , it rises in its courageousness , and comedic employment . 
301	byler is too savvy a filmmaker to let this morph into a typical romantic triangle . instead , he focuses on the anguish that can develop when one mulls leaving the familiar to traverse uncharted ground . 
302	mcgrath has deftly trimmed dickens' wonderfully sprawling soap opera , the better to focus on the hero's odyssey from cowering poverty to courage and happiness . 
303	a chance to see three splendid actors turn a larky chase movie into an emotionally satisfying exploration of the very human need to be somebody , and to belong to somebody . 
304	metaphors abound , but it is easy to take this film at face value and enjoy its slightly humorous and tender story . 
305	as directed by dani kouyate of burkina faso , sia lacks visual flair . but kouyate elicits strong performances from his cast , and he delivers a powerful commentary on how governments lie , no matter who runs them . 
306	the best comedy concert movie i've seen since cho's previous concert comedy film , i'm the one that i want , in 2000 . 
307	broomfield reminds us that beneath the hype , the celebrity , the high life , the conspiracies and the mystery there were once a couple of bright young men -- promising , talented , charismatic and tragically doomed . 
308	offers laughs and insight into one of the toughest ages a kid can go through . 
309	a perceptive , good-natured movie . 
310	an amused indictment of jaglom's own profession . 
311	a small movie with a big heart . 
312	hugely accomplished slice of hitchcockian suspense . 
313	the formula is familiar but enjoyable . 
314	tells a fascinating , compelling story . 
315	a triumph , a film that hews out a world and carries us effortlessly from darkness to light . 
316	what begins as a conventional thriller evolves into a gorgeously atmospheric meditation on life-changing chance encounters . 
317	the lady and the duke is a smart , romantic drama that dares to depict the french revolution from the aristocrats' perspective . 
318	"most haunting about "" fence "" is its conclusion , when we hear the ultimate fate of these girls and realize , much to our dismay , that this really did happen . noyce's greatest mistake is thinking that we needed sweeping , dramatic , hollywood moments to keep us"
319	world traveler might not go anywhere new , or arrive anyplace special , but it's certainly an honest attempt to get at something . 
320	there's much tongue in cheek in the film and there's no doubt the filmmaker is having fun with it all . 
321	there's absolutely no reason why blue crush , a late-summer surfer girl entry , should be as entertaining as it is
322	an action/thriller of the finest kind , evoking memories of day of the jackal , the french connection , and heat . 
323	the best movie in many a moon about the passions that sometimes fuel our best achievements and other times leave us stranded with nothing more than our lesser appetites . 
324	in capturing the understated comedic agony of an ever-ruminating , genteel yet decadent aristocracy that can no longer pay its bills , the film could just as well be addressing the turn of the 20th century into the 21st . 
325	insomnia does not become one of those rare remakes to eclipse the original , but it doesn't disgrace it , either . 
326	classic cinema served up with heart and humor
327	[stephen] earnhart's film is more about the optimism of a group of people who are struggling to give themselves a better lot in life than the ones they currently have . 
328	the events of the film are just so weird that i honestly never knew what the hell was coming next . 
329	nicole holofcener's lovely and amazing , from her own screenplay , jumps to the head of the class of women's films that manage to avoid the ghetto of sentimental chick-flicks by treating female follies with a satirical style . 
330	that jack nicholson makes this man so watchable is a tribute not only to his craft , but to his legend . 
331	has a solid emotional impact . 
332	successfully blended satire , high camp and yet another sexual taboo into a really funny movie . 
333	mark pellington's latest pop thriller is as kooky and overeager as it is spooky and subtly in love with myth . 
334	while maintaining the appearance of clinical objectivity , this sad , occasionally horrifying but often inspiring film is among wiseman's warmest . 
335	raimi crafted a complicated hero who is a welcome relief from the usual two-dimensional offerings . 
336	an enjoyable above average summer diversion . 
337	there is simply no doubt that this film asks the right questions at the right time in the history of our country . 
338	if you've the patience , there are great rewards here . 
339	"as a science fiction movie , "" minority report "" astounds . "
340	watching e . t now , in an era dominated by cold , loud special-effects-laden extravaganzas , one is struck less by its lavish grandeur than by its intimacy and precision . 
341	visually breathtaking , viscerally exciting , and dramatically moving , it's the very definition of epic adventure . 
342	chris columbus' sequel is faster , livelier and a good deal funnier than his original . 
