id	review
2786	isabelle huppert excels as the enigmatic mika and anna mouglalis is a stunning new young talent in one of chabrol's most intense psychological mysteries . 
2787	perhaps not since nelson eddy crooned his indian love call to jeanette macdonald has there been a movie so unabashedly canadian , not afraid to risk american scorn or disinterest . 
2788	wedding feels a bit anachronistic . still , not every low-budget movie must be quirky or bleak , and a happy ending is no cinematic sin . 
2789	it's still a comic book , but maguire makes it a comic book with soul . 
2790	brings to a spectacular completion one of the most complex , generous and subversive artworks of the last decade . 
2791	an amusing and unexpectedly insightful examination of sexual jealousy , resentment and the fine line between passion and pretence . 
2792	a fascinating , bombshell documentary that should shame americans , regardless of whether or not ultimate blame finally lies with kissinger . should be required viewing for civics classes and would-be public servants alike . 
2793	adaptation's success in engaging the audience in the travails of creating a screenplay is extraordinary . 
2794	a polished and vastly entertaining caper film that puts the sting back into the con . 
2795	it's no surprise that as a director washington demands and receives excellent performances , from himself and from newcomer derek luke . 
2796	 . . . while each moment of this broken character study is rich in emotional texture , the journey doesn't really go anywhere . 
2797	the film gets close to the chimps the same way goodall did , with a serious minded patience , respect and affection . 
2798	it's an often-cute film but either needs more substance to fill the time or some judicious editing . 
2799	this may be burns's strongest film since the brothers mcmullen . 
2800	what makes this film special is serry's ability to take what is essentially a contained family conflict and put it into a much larger historical context . 
2801	it's quaid who anchors the film with his effortless performance and that trademark grin of his -- so perfect for a ballplayer . 
2802	it is ok for a movie to be something of a sitcom apparatus , if the lines work , the humor has point and the actors are humanly engaged . 
2803	though not for everyone , the guys is a somber trip worth taking . 
2804	will warm your heart without making you feel guilty about it . 
2805	a sly female empowerment movie , although not in a way anyone would expect . 
2806	you really have to salute writer-director haneke ( he adapted elfriede jelinek's novel ) for making a film that isn't nearly as graphic but much more powerful , brutally shocking and difficult to watch . 
2807	it's a wonderful , sobering , heart-felt drama . 
2808	runs on the pure adrenalin of pacino's performance . 
2809	the paradiso's rusted-out ruin and ultimate collapse during the film's final ( restored ) third?emotionally belittle a cinema classic . sometimes shorter is better . 
2810	phillip noyce and all of his actors -- as well as his cinematographer , christopher doyle -- understand the delicate forcefulness of greene's prose , and it's there on the screen in their version of the quiet american . 
2811	the film just might turn on many people to opera , in general , an art form at once visceral and spiritual , wonderfully vulgar and sublimely lofty -- and as emotionally grand as life . 
2812	as a vehicle to savour binoche's skill , the film is well worthwhile . 
2813	 . . . wise and elegiac . . . 
2814	the huskies are beautiful , the border collie is funny and the overall feeling is genial and decent . 
2815	whatever complaints i might have , i'd take [its] earnest errors and hard-won rewards over the bombastic self-glorification of other feel-good fiascos like antwone fisher or the emperor's club any time . 
2816	mastering its formidable arithmetic of cameras and souls , group articulates a flood of emotion . 
2817	a pretty decent kid-pleasing , tolerable-to-adults lark of a movie . 
2818	even during the climactic hourlong cricket match , boredom never takes hold . 
2819	combine the paranoid claustrophobia of a submarine movie with the unsettling spookiness of the supernatural -- why didn't hollywood think of this sooner ? 
2820	like kubrick , soderbergh isn't afraid to try any genre and to do it his own way . 
2821	nothing can detract from the affection of that moral favorite : friends will be friends through thick and thin . 
2822	if the film has a problem , its shortness disappoints : you want the story to go on and on . 
2823	unlike most anime , whose most ardent fans outside japan seem to be introverted young men with fantasy fetishes , metropolis never seems hopelessly juvenile . 
2824	the plot twists give i am trying to break your heart an attraction it desperately needed . 
2825	the most brilliant and brutal uk crime film since jack carter went back to newcastle , the first half of gangster no . 1 drips with style and , at times , blood . 
2826	like its new england characters , most of whom wander about in thick clouds of denial , the movie eventually gets around to its real emotional business , striking deep chords of sadness . 
2827	the bai brothers have taken an small slice of history and opened it up for all of us to understand , and they've told a nice little story in the process . 
2828	flamboyant in some movies and artfully restrained in others , 65-year-old jack nicholson could be looking at his 12th oscar nomination by proving that he's now , more than ever , choosing his roles with the precision of the insurance actuary . 
2829	 . . . is there a deeper , more direct connection between these women , one that spans time and reveals meaning ? you bet there is and it's what makes this rather convoluted journey worth taking . 
2830	"the most amazing super-sized dosage of goofball stunts any "" jackass "" fan could want . "
2831	real women may have many agendas , but it also will win you over , in a big way . 
2832	young everlyn sampi , as the courageous molly craig , simply radiates star-power potential in this remarkable and memorable film . 
2833	surprisingly powerful and universal . 
2834	apart from its own considerable achievement , metropolis confirms tezuka's status as both the primary visual influence on the anim� tradition and its defining philosophical conscience . 
2835	i'll put it this way : if you're in the mood for a melodrama narrated by talking fish , this is the movie for you . 
2836	morvern callar confirms lynne ramsay as an important , original talent in international cinema . 
2837	well-done supernatural thriller with keen insights into parapsychological phenomena and the soulful nuances of the grieving process . 
2838	a plethora of engaging diatribes on the meaning of 'home , ' delivered in grand passion by the members of the various households . 
2839	it's technically sumptuous but also almost wildly alive . 
2840	this film puts wang at the forefront of china's sixth generation of film makers . 
2841	it's refreshing to see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original . 
2842	wiseman is patient and uncompromising , letting his camera observe and record the lives of women torn apart by a legacy of abuse . 
2843	there's none of the happily-ever -after spangle of monsoon wedding in late marriage -- and that's part of what makes dover kosashvili's outstanding feature debut so potent . 
2844	an ingenious and often harrowing look at damaged people and how families can offer either despair or consolation . 
2845	arguably the best script that besson has written in years . 
2846	it's no lie -- big fat liar is a real charmer . 
2847	invigorating , surreal , and resonant with a rainbow of emotion . 
2848	director alfonso cuaron gets vivid , convincing performances from a fine cast , and generally keeps things going at a rapid pace , occasionally using an omniscient voice-over narrator in the manner of french new wave films . 
2849	pray has really done his subject justice . 
2850	an unexpectedly sweet story of sisterhood . 
2851	maintains your sympathy for this otherwise challenging soul by letting you share her one-room world for a while . 
2852	a subtle , humorous , illuminating study of politics , power and social mobility . 
2853	even if you have no interest in the gang-infested , east-vs . -west coast rap wars , this modern mob music drama never fails to fascinate . 
2854	nair's attention to detail creates an impeccable sense of place , while thurman and lewis give what can easily be considered career-best performances . 
2855	"berry's saucy , full-bodied performance gives this aging series a much needed kick , making "" die another day "" one of the most entertaining bonds in years"
2856	red dragon is less baroque and showy than hannibal , and less emotionally affecting than silence . but , like silence , it's a movie that gets under your skin . 
2857	caviezel embodies the transformation of his character completely . 
2858	a creepy , intermittently powerful study of a self-destructive man . . . about as unsettling to watch as an exploratory medical procedure or an autopsy . 
2859	pacino and williams seem to keep upping the ante on each other , just as their characters do in the film . what results is the best performance from either in years . 
2860	the cast is top-notch and i predict there will be plenty of female audience members drooling over michael idemoto as michael . 
2861	b�art and berling are both superb , while huppert . . . is magnificent . 
2862	all the actors are good in pauline & paulette but van der groen , described as 'belgium's national treasure , ' is especially terrific as pauline . 
2863	miyazaki has created such a vibrant , colorful world , it's almost impossible not to be swept away by the sheer beauty of his images . 
2864	muccino seems to be exploring the idea of why human beings long for what they don't have , and how this gets us in trouble . but even while his characters are acting horribly , he is always sympathetic . 
2865	whether or not you buy mr . broomfield's findings , the film acquires an undeniable entertainment value as the slight , pale mr . broomfield continues to force himself on people and into situations that would make lesser men run for cover . 
2866	ozpetek joins the ranks of those gay filmmakers who have used the emigre experience to explore same-sex culture in ways that elude the more nationally settled . 
2867	?an eerily suspenseful , deeply absorbing piece that works as a treatise on spirituality as well as a solid sci-fi thriller . 
2868	i've never seen or heard anything quite like this film , and i recommend it for its originality alone . 
2869	nicole kidman makes it a party worth attending . 
2870	catch it . . . if you can ! 
2871	the direction has a fluid , no-nonsense authority , and the performances by harris , phifer and cam'ron seal the deal . 
2872	the komediant is a tale worth catching . 
2873	the writing is clever and the cast is appealing . 
2874	the simplicity of the way home has few equals this side of aesop
2875	life on the rez is no picnic : this picture shows you why . 
2876	spielberg has managed to marry science fiction with film noir and action flicks with philosophical inquiry . 
2877	it's the type of film about growing up that we don't see often enough these days : realistic , urgent , and not sugarcoated in the least . 
2878	a taut , sobering film . 
2879	exudes the fizz of a busby berkeley musical and the visceral excitement of a sports extravaganza . 
2880	it's full of cheesy dialogue , but great trashy fun that finally returns de palma to his pulpy thrillers of the early '80s . 
2881	the results , if not memorable , are at least interesting . 
2882	a quietly moving look back at what it was to be iranian-american in 1979 . 
2883	like a veteran head cutter , barbershop is tuned in to its community . 
2884	i'm sure mainstream audiences will be baffled , but , for those with at least a minimal appreciation of woolf and clarissa dalloway , the hours represents two of those well spent . 
2885	you live the mood rather than savour the story . 
2886	angela gheorghiu as famous prima donna floria tosca , roberto alagna as her lover mario cavaradossi , and ruggero as the villainous , lecherous police chief scarpia , all sing beautifully and act adequately . 
2887	while there are times when the film's reach exceeds its grasp , the production works more often than it doesn't . 
2888	"while scorsese's bold images and generally smart casting ensure that "" gangs "" is never lethargic , the movie is hindered by a central plot that's peppered with false starts and populated by characters who are nearly impossible to care about . "
2889	watching this gentle , mesmerizing portrait of a man coming to terms with time , you barely realize your mind is being blown . 
2890	the beautifully choreographed kitchen ballet is simple but absorbing . 
2891	there's . . . an underlying old world sexism to monday morning that undercuts its charm . 
2892	" "" the best disney movie since the lion king "" "
2893	transcends its agenda to deliver awe-inspiring , at times sublime , visuals and offer a fascinating glimpse into the subculture of extreme athletes whose derring-do puts the x into the games . 
2894	spare yet audacious . . . 
2895	think of it as gidget , only with muscles and a lot more smarts , but just as endearing and easy to watch . 
2896	there is no solace here , no entertainment value , merely a fierce lesson in where filmmaking can take us . 
2897	giggling at the absurdities and inconsistencies is part of the fun . but the talented cast alone will keep you watching , as will the fight scenes . 
2898	arteta paints a picture of lives lived in a state of quiet desperation . 
2899	drug abuse , infidelity and death aren't usually comedy fare , but turpin's film allows us to chuckle through the angst . 
2900	while insomnia is in many ways a conventional , even predictable remake , nolan's penetrating undercurrent of cerebral and cinemantic flair lends ( it ) stimulating depth . 
2901	efteriades gives the neighborhood -- scenery , vibe and all -- the cinematic equivalent of a big , tender hug . 
2902	this is a nicely handled affair , a film about human darkness but etched with a light ( yet unsentimental ) touch . 
2903	amazing ! a college story that works even without vulgarity , sex scenes , and cussing ! 
2904	the amazing film work is so convincing that by movies' end you'll swear you are wet in some places and feel sand creeping in others . 
2905	a raunchy and frequently hilarious follow-up to the gifted korean american stand-up's i'm the one that i want . 
2906	if you ever wanted to be an astronaut , this is the ultimate movie experience - it's informative and breathtakingly spectacular . 
2907	while parker and co-writer catherine di napoli are faithful to melville's plotline , they and a fully engaged supporting cast . . . have made the old boy's characters more quick-witted than any english lit major would have thought possible . 
2908	a smart , sassy and exceptionally charming romantic comedy . 
2909	surprisingly insightful
2910	there are flaws , but also stretches of impact and moments of awe ; we're wrapped up in the characters , how they make their choices , and why . 
2911	a gift to anyone who loves both dance and cinema
2912	it seems grant doesn't need the floppy hair and the self-deprecating stammers after all . 
2913	a reminder that beyond all the hype and recent digital glitz , spielberg knows how to tell us about people . 
2914	one of the finest , most humane and important holocaust movies ever made . 
2915	an engrossing and infectiously enthusiastic documentary . 
2916	a beautiful , timeless and universal tale of heated passions -- jealousy , betrayal , forgiveness and murder . 
2917	a culture-clash comedy that , in addition to being very funny , captures some of the discomfort and embarrassment of being a bumbling american in europe . 
2918	shattering , devastating documentary on two maladjusted teens in a downward narcotized spiral . extraordinary debut from josh koury . 
2919	the most compelling performance of the year adds substantial depth to this shocking testament to anti-semitism and neo-fascism . 
2920	for those who are intrigued by politics of the '70s , the film is every bit as fascinating as it is flawed . 
2921	all right , so it's not a brilliant piece of filmmaking , but it is a funny ( sometimes hilarious ) comedy with a deft sense of humor about itself , a playful spirit and a game cast . 
2922	douglas mcgrath's nicholas nickleby does dickens as it should be done cinematically . 
2923	it's a lovely , eerie film that casts an odd , rapt spell . 
2924	the quirky and recessive charms of co-stars martin donovan and mary-louise parker help overcome the problematic script . 
2925	it's good to see michael caine whipping out the dirty words and punching people in the stomach again . 
2926	you just know something terrible is going to happen . but when it does , you're entirely unprepared . 
2927	it's fun , wispy , wise and surprisingly inoffensive for a film about a teen in love with his stepmom . 
2928	able to provide insight into a fascinating part of theater history . 
2929	an unflinching , complex portrait of a modern israel that is rarely seen on-screen . 
2930	a jewish ww ii doc that isn't trying simply to out-shock , out-outrage or out-depress its potential audience ! who knew . . . 
2931	it's a familiar story , but one that is presented with great sympathy and intelligence . 
2932	gently humorous and touching . 
2933	it won't hold up over the long haul , but in the moment , finch's tale provides the forgettable pleasures of a saturday matinee . 
2934	kinnear's performance is a career-defining revelation . 
2935	the film is predictable in the reassuring manner of a beautifully sung holiday carol . 
2936	" . . . hits every cliche we've come to expect , including the assumption that "" crazy "" people are innocent , childlike and inherently funny . "
2937	the strong subject matter continues to shock throughout the film . not everyone will play the dark , challenging tune taught by the piano teacher . 
2938	a certain sexiness underlines even the dullest tangents . 
2939	you may be captivated , as i was , by its moods , and by its subtly transformed star , and still wonder why paul thomas anderson ever had the inclination to make the most sincere and artful movie in which adam sandler will probably ever appear . 
2940	there is no substitute for on-screen chemistry , and when friel pulls the strings that make williams sink into melancholia , the reaction in williams is as visceral as a gut punch . 
2941	that old adage about women being unknowable gets an exhilarating new interpretation in morvern callar . 
2942	a mix of gritty realism , crisp storytelling and radiant compassion that effortlessly draws you in . 
2943	after watching it , you can only love the players it brings to the fore for the gifted but no-nonsense human beings they are and for the still-inestimable contribution they have made to our shared history . 
2944	in his u . s . debut , mr . schnitzler proves himself a deft pace master and stylist . 
2945	ultimate x is a ride , basically the kind of greatest-hits reel that might come with a subscription to espn the magazine . 
2946	rich in shadowy metaphor and as sharp as a samurai sword , jiang wen's devils on the doorstep is a wartime farce in the alternately comic and gut-wrenching style of joseph heller or kurt vonnegut . 
2947	offers a clear-eyed chronicle of a female friendship that is more complex and honest than anything represented in a hollywood film . 
2948	a winning comedy with its wry observations about long-lived friendships and the ways in which we all lose track of ourselves by trying to please others . 
2949	its cast full of caffeinated comedy performances more than make up for its logical loopholes , which fly by so fast there's no time to think about them anyway . 
2950	lohman adapts to the changes required of her , but the actress and director peter kosminsky never get the audience to break through the wall her character erects
2951	"although it includes a fair share of dumb drug jokes and predictable slapstick , "" orange county "" is far funnier than it would seem to have any right to be . "
2952	for a movie audience , the hours doesn't connect in a neat way , but introduces characters who illuminate mysteries of sex , duty and love . 
2953	a bright , inventive , thoroughly winning flight of revisionist fancy . 
2954	ozpetek's effort has the scope and shape of an especially well-executed television movie . 
2955	gra�as �s intera�?es entre seus personagens , o filme torna-se n?o apenas uma hist�ria divertida sobre uma curiosa persegui�?o , mas tamb�m um belo estudo de personagens . 
2956	affirms the gifts of all involved , starting with spielberg and going right through the ranks of the players -- on-camera and off -- that he brings together . 
2957	a delightful little film that revels in its own simplicity , mostly martha will leave you with a smile on your face and a grumble in your stomach . 
2958	makes one thing abundantly clear . american musical comedy as we know it wouldn't exist without the precedent of yiddish theater , whose jolly , fun-for-fun's-sake communal spirit goes to the essence of broadway . 
2959	deepa mehta provides an accessible introduction as well as some intelligent observations on the success of bollywood in the western world . 
2960	if anything , the film is doing something of a public service -- shedding light on a group of extremely talented musicians who might otherwise go unnoticed and underappreciated by music fans . 
2961	in addition to gluing you to the edge of your seat , changing lanes is also a film of freshness , imagination and insight . 
2962	pan nalin's exposition is beautiful and mysterious , and the interviews that follow , with the practitioners of this ancient indian practice , are as subtle and as enigmatic . 
2963	the mood , look and tone of the film fit the incredible storyline to a t . 
2964	it's crafty , energetic and smart -- the kid is sort of like a fourteen-year old ferris bueller . 
2965	a work of extraordinary journalism , but it is also a work of deft and subtle poetry . 
2966	it's funny and human and really pretty damned wonderful , all at once . 
2967	at 78 minutes it just zings along with vibrance and warmth . 
2968	a strangely stirring experience that finds warmth in the coldest environment and makes each crumb of emotional comfort feel like a 10-course banquet . 
2969	sometimes this 'blood' seems as tired as its protagonist . . . still , the pulse never disappears entirely , and the picture crosses the finish line winded but still game . 
2970	the stripped-down dramatic constructs , austere imagery and abstract characters are equal parts poetry and politics , obvious at times but evocative and heartfelt . 
2971	"dogtown and z-boys more than exposes the roots of the skateboarding boom that would become "" the punk kids' revolution . "" "
2972	 . . . plenty of warmth to go around , with music and laughter and the love of family . 
2973	it'll keep you wide awake and . . . very tense . 
2974	could use a little more humanity , but it never lacks in eye-popping visuals . 
2975	 ( danny huston gives ) an astounding performance that deftly , gradually reveals a real human soul buried beneath a spellbinding serpent's smirk . 
2976	these three films form a remarkably cohesive whole , both visually and thematically , through their consistently sensitive and often exciting treatment of an ignored people . 
2977	"a funny and well-contructed black comedy where the old adage "" be careful what you wish for "" is given a full workout . "
2978	it reaffirms life as it looks in the face of death . 
2979	the film is reasonably entertaining , though it begins to drag two-thirds through , when the melodramatic aspects start to overtake the comedy . 
2980	this is more fascinating -- being real -- than anything seen on jerry springer . 
2981	a different movie -- sometimes tedious -- by a director many viewers would like to skip but film buffs should get to know . 
2982	williams plays sy , another of his open-faced , smiling madmen , like the killer in insomnia . he does this so well you don't have the slightest difficulty accepting him in the role . 
2983	twist open the ouzo ! it's time to let your hair down ? greek style . a vibrant whirlwind of love , family and all that goes with it , my big fat greek wedding is a non-stop funny feast of warmth , colour and cringe . 
2984	thought-provoking and stylish , if also somewhat hermetic . 
2985	broomfield is energized by volletta wallace's maternal fury , her fearlessness , and because of that , his film crackles . 
2986	while it has definite weaknesses -- like a rather unbelievable love interest and a meandering ending -- this '60s caper film is a riveting , brisk delight . 
2987	funny in a sick , twisted sort of way . 
2988	if cinema had been around to capture the chaos of france in the 1790's , one imagines the result would look like something like this . 
2989	it's a talking head documentary , but a great one . 
2990	the fast runner' transports the viewer into an unusual space
2991	ultimately engages less for its story of actorly existential despair than for its boundary-hopping formal innovations and glimpse into another kind of chinese 'cultural revolution . '
2992	 . . . a solid , well-formed satire . 
2993	as part of mr . dong's continuing exploration of homosexuality in america , family fundamentals is an earnest study in despair . 
2994	most consumers of lo mein and general tso's chicken barely give a thought to the folks who prepare and deliver it , so , hopefully , this film will attach a human face to all those little steaming cartons . 
2995	hatosy . . . portrays young brendan with his usual intelligence and subtlety , not to mention a convincing brogue . 
